mac_1,mac_2,mac_3,mac_4,mac_5,mac_6,mac_7,mac_8,mac_9
6512.67,10023.66,15386.06,3130.26,3123.34,3257.45,3895.79,6253.39,10852.05
5754.85,9223.97,15664.45,3199.17,3344.22,3189.33,3147.97,6481.42,8571.36
5812.35,9457.62,15465.49,3146.41,4334.80,3381.10,3150.68,6235.84,3687.97
6230.53,9872.30,15880.80,3372.09,3593.13,3127.40,3385.42,6208.24,3454.74
5365.89,9380.85,15622.94,4339.54,3241.93,3426.51,3140.73,6585.63,3168.39
5907.25,10031.78,15256.53,3185.63,3246.67,3120.73,3322.24,6252.66,3170.32
5607.92,9054.28,15252.52,3485.32,3234.38,3114.01,3124.17,6394.23,3048.18
6127.82,9419.23,16115.18,3143.75,3305.00,3205.21,3116.98,6808.39,3240.84
5810.48,10128.40,17466.27,3336.62,3047.04,3228.18,3274.43,7720.17,3185.58
5740.11,9062.88,15202.31,3166.67,3255.11,3514.01,3104.27,6302.25,3092.30
5787.82,10116.78,15337.88,3236.78,3275.68,3146.62,3353.81,6257.66,3206.78
6779.75,9619.07,15710.18,3106.62,3216.98,3286.31,3116.36,6362.92,3129.59
6401.21,9841.99,15408.20,3148.91,3372.66,3158.91,3164.28,6259.64,4861.20
9201.42,9881.68,15239.91,3254.43,3125.37,3138.23,3592.77,6254.64,3134.85
5544.54,9450.48,16084.66,3148.65,3236.98,3259.80,3140.42,6425.06,3380.89
6051.15,11634.70,15518.87,3049.85,3301.25,3171.57,3157.30,6121.67,3301.05
5579.64,9921.78,15324.92,3539.59,3164.85,3212.92,3081.41,6500.69,3454.85
5592.87,9420.90,16324.24,3120.06,3293.13,3097.92,3131.25,6235.58,3139.07
6347.30,9376.31,15865.65,3234.85,3108.39,3251.67,3363.23,6543.71,3123.60
5680.68,9522.30,15354.45,3129.59,3266.78,3645.89,3152.56,6370.89,3093.91
5930.37,9039.91,14983.72,3277.66,3400.84,3230.89,3155.52,6254.90,3137.61
6739.64,10268.24,15082.94,3085.26,3177.97,3686.62,3085.99,6191.99,3326.62
5858.29,9605.58,14802.94,3110.94,3411.93,3275.32,3159.80,6363.03,3211.93
6439.49,9845.38,15879.92,3405.06,3097.82,3106.72,3213.65,6196.00,3290.00
6248.81,9495.64,16495.02,3106.31,3161.98,3656.36,3123.55,6222.25,3122.92
6773.55,9714.39,15796.74,3151.46,3381.93,3246.31,3611.05,6488.81,3163.18
7075.95,10111.00,17558.20,3082.40,3140.63,3336.62,3089.74,6381.73,3647.04
6296.47,9320.85,15675.49,3165.42,3122.24,3241.31,3093.08,6292.61,3129.59
6903.39,9817.30,16149.08,3216.46,3210.26,3404.80,3663.60,6409.23,3145.68
6507.46,9438.55,15417.94,3162.09,3153.81,3156.46,3112.61,6475.16,3131.05
