mac_1,mac_2,mac_3,mac_4,mac_5,mac_6,mac_7,mac_8,mac_9
196.34,451.35,765.57,180.69,186.35,182.24,181.48,1277.51,176.40
194.06,460.86,752.85,186.37,183.30,180.89,283.87,798.03,179.52
193.48,451.19,760.41,182.95,187.01,186.34,185.97,1239.27,175.50
193.76,457.98,757.92,182.18,184.04,184.52,180.53,780.99,175.34
198.05,453.59,856.68,182.89,183.11,182.67,180.47,854.59,284.27
194.05,456.18,753.20,180.85,287.28,182.15,180.59,829.74,176.33
192.78,452.24,750.62,185.26,189.05,182.99,184.69,773.89,175.27
195.30,450.78,753.14,187.41,183.33,187.63,185.27,813.00,176.86
193.79,459.90,748.11,181.40,183.35,184.08,181.32,808.77,348.14
199.26,451.78,868.37,186.49,183.66,181.89,180.52,842.20,191.33
195.25,632.31,756.30,182.55,187.83,181.26,184.16,854.98,180.61
192.12,448.73,752.58,285.76,183.90,184.37,180.02,867.61,177.69
192.14,456.31,743.80,187.34,182.52,183.27,184.36,854.04,177.24
193.00,447.61,743.01,182.49,182.47,189.75,180.86,787.29,179.42
198.18,459.30,740.35,182.12,182.17,182.59,180.11,827.74,176.85
193.91,448.48,827.32,183.11,182.43,180.72,180.33,787.77,180.29
193.66,458.71,744.26,185.71,189.83,180.57,179.56,794.77,176.55
195.94,451.11,744.43,183.10,182.71,180.81,183.24,874.21,175.09
192.75,548.86,739.02,183.30,183.30,187.13,183.98,821.66,177.26
295.55,451.24,744.51,181.84,181.23,182.62,180.30,1061.88,180.69
197.17,454.84,843.66,185.96,181.56,186.42,185.14,863.60,178.17
192.29,451.56,735.03,181.69,190.28,187.70,182.12,843.39,176.52
193.37,450.98,746.05,185.06,191.40,182.57,182.07,852.47,176.71
193.35,451.47,736.18,181.27,183.47,183.19,289.98,821.65,177.89
197.25,448.22,737.82,180.91,184.51,188.02,182.71,825.07,176.42
193.72,458.41,988.82,182.58,183.92,184.10,181.08,791.77,289.92
192.63,449.98,743.12,181.90,184.58,184.17,180.82,838.58,177.39
193.35,622.19,735.67,183.89,289.39,182.19,180.98,844.22,176.89
194.23,449.99,735.38,186.80,182.73,182.33,184.98,775.08,175.27
197.40,455.33,740.15,181.20,184.09,189.98,181.09,837.41,176.24
194.68,450.70,842.25,181.72,181.78,185.00,180.97,869.97,180.45
192.98,451.07,731.10,186.48,189.21,182.25,180.55,844.57,177.04
192.80,445.69,735.67,184.34,184.18,185.55,182.71,809.63,176.77
194.05,449.39,738.44,289.40,181.67,182.32,185.42,765.86,176.70
199.11,443.88,741.96,183.58,181.67,185.17,181.69,802.15,176.69
194.81,534.46,730.76,181.29,182.42,191.34,181.59,828.37,181.04
193.42,449.90,832.55,186.18,180.19,181.70,184.87,767.94,178.65
195.66,451.53,731.31,182.59,185.02,181.93,179.53,769.09,176.71
192.88,450.14,731.88,186.02,182.36,186.72,180.13,779.78,176.85
301.59,445.39,730.97,180.95,182.09,184.81,188.24,877.25,177.76
198.22,451.19,731.83,181.27,182.01,393.71,181.19,896.06,176.94
193.13,448.28,736.89,185.84,181.66,184.07,182.38,850.19,181.63
192.45,449.37,738.54,183.34,183.99,180.74,185.50,833.65,177.01
194.04,446.38,722.92,186.11,187.81,182.58,181.31,870.98,175.68
198.84,539.77,733.99,184.48,182.23,185.60,286.20,843.23,176.45
193.14,448.96,737.26,182.28,182.87,183.36,185.01,876.17,176.00
192.63,450.47,833.69,181.80,182.23,186.36,181.79,913.14,284.10
192.67,446.98,724.60,187.18,183.35,181.29,180.86,985.21,181.21
193.85,449.25,734.14,183.93,293.59,181.44,181.01,890.48,176.67
198.02,444.39,728.81,186.06,186.78,181.24,184.92,798.52,177.51
194.35,442.25,727.48,182.05,183.68,186.07,181.47,821.26,177.66
192.90,452.05,724.57,182.33,181.73,182.66,180.47,921.66,179.55
194.38,446.26,833.48,186.65,182.70,180.94,185.33,814.33,176.78
193.72,538.76,728.58,182.95,188.18,180.46,182.28,874.28,179.59
366.00,445.27,733.51,287.07,184.60,181.39,180.36,879.84,179.25
221.19,451.06,723.69,184.08,184.06,184.06,187.34,874.58,175.79
194.49,445.67,733.91,181.94,183.06,189.56,181.47,1348.14,173.58
192.71,448.83,727.62,186.76,183.23,182.75,180.18,866.80,180.32
305.38,443.66,940.94,181.55,188.10,181.40,179.54,848.01,176.72
197.28,451.77,726.98,186.01,184.30,182.91,179.57,1373.52,172.27
194.06,457.23,719.24,182.39,185.97,285.56,183.65,770.73,175.78
195.13,446.13,728.53,180.84,182.32,188.09,184.06,765.23,178.77
193.89,453.74,726.54,180.93,181.53,181.60,182.30,812.91,174.88
197.26,448.21,721.11,181.48,181.05,181.70,184.94,857.86,180.12
193.47,463.94,833.54,185.13,187.79,183.46,181.25,852.68,177.14
193.29,444.75,724.74,182.91,181.73,185.64,287.72,868.26,174.81
192.91,454.70,721.68,182.76,182.08,182.63,187.94,884.39,175.99
193.38,448.44,721.99,182.01,182.05,181.75,182.88,849.39,177.23
198.93,459.79,730.44,181.48,181.14,181.25,186.51,830.43,278.48
194.61,451.72,856.80,181.30,291.42,182.43,182.51,798.24,180.40
192.84,549.03,725.48,186.53,185.71,181.49,185.44,820.79,176.20
193.48,448.03,718.53,183.27,185.19,186.44,182.70,801.62,175.34
192.03,607.46,725.47,184.57,183.24,186.26,179.90,795.39,174.66
197.97,463.54,733.91,289.42,183.15,180.46,181.04,823.12,174.49
193.89,456.37,824.39,198.57,186.41,180.35,181.17,815.00,178.44
191.26,448.29,721.73,295.84,183.48,181.10,180.53,793.63,174.27
192.15,453.48,730.90,184.13,184.09,186.32,183.99,820.39,174.18
192.40,451.11,721.45,183.28,183.34,189.92,181.01,846.52,176.36
196.76,448.67,731.20,183.03,184.77,181.98,180.35,878.86,176.59
194.17,547.17,724.94,185.37,188.50,181.37,185.30,810.36,178.94
195.51,449.88,831.91,183.32,186.75,181.15,180.74,906.89,177.22
192.37,452.99,722.33,182.21,185.31,181.58,186.92,861.20,176.42
