n,overlap,original,original_std,original_min,original_max,compose,compose_std,compose_min,compose_max,linq,linq_std,linq_min,linq_max,hashset,hashset_std,hashset_min,hashset_max,frozenset,frozenset_std,frozenset_min,frozenset_max,par_std,par_std_std,par_std_min,par_std_max,par_hashset,par_hashset_std,par_hashset_min,par_hashset_max,par_std_partition,par_std_partition_std,par_std_partition_min,par_std_partition_max,par_hashset_partition,par_hashset_partition_std,par_hashset_partition_min,par_hashset_partition_max
20000,30,1122613.19,21039.98,1101726.96,1172211.50,1103736.70,2617.80,1100888.21,1107889.08,1989.94,216.00,1811.63,2976.00,1709.61,194.88,1550.42,2690.08,7424.15,450.75,6739.54,8680.38,1587.19,530.35,860.21,2917.46,1461.93,290.00,1210.17,2835.21,1551.45,514.68,835.33,2941.54,1459.85,310.58,1208.21,2897.21
30000,30,2596089.55,23474.08,2565715.33,2636763.79,2513742.93,10405.17,2500103.00,2533432.13,3145.91,280.79,2809.00,4107.92,2623.13,209.45,2398.71,3351.42,43888.06,2316.03,41354.58,52006.96,2090.81,668.02,1214.63,4946.25,2117.81,371.32,1798.83,4476.88,2226.28,771.49,1194.96,6076.88,2306.64,500.21,1849.88,4688.04
10,40,0.50,0.16,0.38,0.92,0.45,0.06,0.42,0.58,0.83,0.19,0.75,4.33,0.57,0.05,0.54,0.79,1.20,0.09,1.13,1.58,50.85,26.15,32.29,359.54,8.96,3.16,4.58,28.50,78.43,85.56,33.33,675.96,8.13,2.67,3.96,20.08
20,40,1.50,0.04,1.46,1.54,1.46,0.02,1.42,1.50,1.52,0.07,1.42,1.79,1.09,0.06,1.04,1.46,1.87,0.10,1.71,2.38,48.70,32.92,29.00,403.79,9.39,3.87,4.38,25.67,45.74,28.47,32.21,365.50,8.54,2.64,4.63,18.25
30,40,3.12,0.38,2.88,4.17,2.93,0.03,2.92,3.00,2.31,0.09,2.21,2.63,1.69,0.10,1.58,2.17,13.20,0.28,12.88,15.75,65.09,50.18,35.58,471.54,11.43,3.60,5.33,24.42,58.06,48.48,37.17,491.58,9.58,2.36,5.25,20.88
40,40,4.85,0.04,4.79,4.92,4.67,0.05,4.58,4.71,2.96,0.11,2.83,3.38,2.12,0.07,2.04,2.33,15.47,0.20,15.13,16.88,52.78,51.28,32.13,466.67,10.38,2.87,5.67,22.13,56.10,47.92,36.67,476.46,10.44,2.74,6.04,21.46
50,40,7.55,0.08,7.50,7.75,7.28,0.09,7.17,7.50,3.87,0.11,3.75,4.25,2.80,0.09,2.71,3.29,17.21,0.90,16.63,27.42,55.11,56.49,35.00,449.29,11.85,2.36,7.08,27.38,59.86,53.39,40.33,465.21,12.13,2.21,7.79,24.42
60,40,10.72,0.08,10.63,10.83,20.27,22.87,10.67,81.75,4.75,0.59,4.46,12.63,3.41,0.10,3.29,3.92,21.05,1.87,20.13,41.50,55.96,55.38,34.54,472.67,12.55,2.58,7.29,27.00,66.07,58.75,41.21,502.50,13.38,2.94,9.04,26.75
70,40,14.19,0.09,14.08,14.42,14.06,0.41,13.67,14.67,5.33,0.20,5.13,7.67,3.93,0.25,3.75,6.92,22.38,1.18,21.71,38.21,59.78,63.22,36.83,466.50,12.93,2.47,7.92,30.29,63.99,58.53,43.29,467.63,14.52,2.98,10.25,28.29
80,40,18.49,0.13,18.38,18.83,18.50,0.10,18.42,18.75,6.15,0.14,6.00,6.79,4.52,0.10,4.38,5.04,27.12,1.96,25.83,43.96,62.77,66.37,38.79,470.92,13.86,2.50,8.38,31.29,79.22,70.29,44.08,521.08,15.80,3.37,10.04,31.21
90,40,23.21,0.64,22.92,25.00,22.15,0.26,21.96,22.83,6.65,0.43,6.33,13.75,4.93,0.13,4.79,5.54,23.40,1.30,22.58,38.96,75.93,80.15,40.25,538.08,15.41,3.21,8.88,30.33,76.76,72.89,45.83,533.08,17.33,4.05,11.29,35.00
100,40,27.91,1.74,27.25,32.83,26.30,0.25,26.13,26.92,7.46,0.27,7.25,10.42,5.54,0.10,5.42,5.96,26.19,1.08,25.50,33.83,105.78,105.81,43.92,677.88,15.19,3.16,9.25,30.71,81.03,79.14,48.63,538.83,18.33,3.40,12.04,34.38
200,40,108.04,1.69,105.00,109.54,105.42,0.80,105.04,107.67,15.19,0.58,14.79,23.29,11.41,0.24,11.13,12.75,45.00,0.97,44.21,54.83,129.33,133.06,55.79,746.54,27.06,13.91,18.63,187.33,101.38,93.13,58.46,603.75,26.88,3.96,18.75,45.42
300,40,237.90,8.12,233.25,256.75,236.04,3.09,233.33,242.83,22.29,0.88,21.71,31.83,17.94,1.35,17.04,34.63,63.22,2.65,62.04,105.46,112.37,132.60,55.83,897.96,27.58,6.83,19.71,81.17,138.04,111.78,64.67,685.21,35.06,12.23,20.67,190.71
400,40,544.53,91.95,432.67,741.08,531.75,65.37,451.29,645.17,38.07,16.89,30.25,171.42,29.53,10.08,24.04,92.96,96.20,28.14,82.79,333.17,194.33,153.94,71.75,855.46,43.37,55.39,26.25,757.71,127.59,111.42,69.63,662.58,40.83,4.68,31.29,65.00
500,40,651.08,11.55,642.08,670.79,794.89,88.93,672.71,916.96,41.14,5.48,37.92,80.83,33.43,6.29,30.08,76.83,141.40,4.96,139.33,249.88,180.47,157.16,70.83,869.75,42.96,4.94,33.21,65.63,115.89,103.34,69.38,607.42,46.39,6.92,35.33,82.13
600,40,954.49,19.73,934.00,994.96,958.85,48.03,923.67,1084.00,49.09,2.71,47.21,77.96,40.21,3.33,37.79,76.71,387.40,20.45,370.17,600.04,124.03,132.57,69.83,730.42,45.44,3.47,39.21,60.29,129.45,128.27,68.38,768.13,63.81,9.45,46.50,113.96
700,40,1271.80,27.27,1255.04,1334.21,1304.21,41.80,1263.92,1382.13,57.12,3.03,54.04,84.08,44.93,2.38,43.08,69.88,543.21,21.63,529.13,770.46,133.94,137.10,72.83,754.04,58.56,15.39,42.00,182.00,139.01,124.84,76.58,714.83,65.60,9.85,46.67,115.88
800,40,1646.45,18.81,1622.29,1690.92,1635.58,6.93,1629.38,1650.42,64.21,2.71,61.25,80.08,52.88,2.79,49.67,77.38,610.75,41.49,589.04,1000.79,153.00,152.55,75.13,842.71,61.33,10.83,48.33,112.50,145.51,134.36,78.71,746.58,69.69,10.69,54.00,132.83
900,40,2091.48,34.88,2057.71,2155.04,2104.69,32.91,2079.38,2190.58,75.03,3.40,71.54,98.75,61.03,3.34,57.58,86.58,653.27,44.38,628.88,1033.50,168.78,162.94,79.88,887.38,68.79,10.17,55.50,121.88,149.86,137.31,83.92,780.13,77.77,11.81,62.96,145.21
1000,40,2620.57,56.17,2564.67,2736.00,2629.63,39.04,2597.96,2728.29,82.01,2.59,79.17,99.92,67.26,3.41,64.33,99.17,692.30,47.44,663.08,1046.21,169.33,155.93,86.67,853.88,77.63,16.92,60.29,203.46,160.69,137.30,93.29,759.67,82.17,8.77,66.79,140.50
2000,40,10499.66,169.78,10273.58,10834.79,10614.83,64.81,10479.13,10706.00,165.09,13.61,158.58,391.46,136.09,6.36,131.83,243.96,1045.72,46.24,1010.83,1310.88,270.75,195.72,122.29,1315.75,139.60,25.91,114.67,386.83,232.20,164.27,129.46,886.58,145.46,22.69,125.29,432.38
3000,40,23315.92,184.11,23131.96,23744.67,23730.50,267.11,23425.75,24315.46,254.42,21.14,243.00,491.25,215.64,24.87,202.96,477.33,1349.92,84.79,1271.21,1821.38,332.62,182.80,168.83,1039.96,205.77,40.55,169.00,518.96,314.59,180.14,162.46,1060.83,202.52,35.11,178.33,503.00
4000,40,42221.21,261.87,41899.71,42643.58,41866.30,476.91,41326.63,42759.58,354.45,36.70,332.67,662.54,297.10,30.29,278.88,557.67,1963.01,72.36,1893.67,2276.33,381.86,182.94,202.46,1160.71,276.95,54.08,227.50,616.58,349.93,169.32,204.79,1003.63,266.61,39.88,239.50,608.54
5000,40,64941.20,703.55,64085.96,66048.13,64979.69,369.31,64505.38,65381.29,514.89,382.65,415.25,3781.29,478.14,430.21,349.92,2649.33,2371.53,205.42,2219.04,3096.33,493.75,221.21,276.33,1224.58,370.33,97.11,286.58,863.25,444.77,192.95,240.17,1086.71,365.82,99.08,301.83,878.38
6000,40,93921.11,723.10,92553.96,94946.38,93810.03,873.31,92592.88,95109.08,630.50,447.49,506.46,3995.13,594.18,505.02,426.58,2997.58,2555.09,223.36,2390.42,3285.13,530.36,208.10,309.13,1231.08,468.88,113.62,358.25,1014.13,517.00,211.58,277.63,1336.42,421.58,84.81,358.00,807.04
7000,40,127546.08,1204.43,125660.21,129520.17,127027.85,1447.77,125418.04,129671.92,749.40,528.01,608.46,4420.21,714.16,588.42,514.50,3499.21,3069.39,226.63,2783.13,3679.25,574.11,204.65,331.92,1326.50,542.56,108.36,441.92,1010.04,561.51,221.14,315.58,1259.21,511.74,97.99,427.79,986.42
8000,40,166979.79,1351.34,164747.79,168850.21,166778.50,1884.62,165324.29,171122.79,772.23,102.02,695.83,1271.96,672.34,106.03,590.83,1217.58,3207.54,288.04,2940.79,4032.92,615.35,208.22,381.92,1433.04,624.86,121.47,507.75,1098.29,616.57,237.52,354.17,1431.00,604.46,144.93,493.21,1256.29
9000,40,210031.19,1229.55,208325.75,212624.83,210505.31,1505.44,208134.63,212936.67,868.75,113.44,776.83,1438.38,777.93,150.53,660.25,1627.83,3617.95,358.96,3287.00,5836.83,681.78,216.00,423.50,1364.67,679.51,145.24,539.83,1316.96,673.40,236.31,390.75,1405.58,676.57,149.65,548.96,1344.25
10000,40,262241.99,1946.28,259348.38,264681.38,260342.48,2343.83,257894.79,264492.17,1006.26,133.17,889.42,1622.17,885.91,140.79,759.58,1572.71,3952.21,357.96,3605.50,4957.46,773.20,271.14,481.42,1744.42,805.75,164.54,624.21,1588.83,758.59,264.22,456.96,1460.08,773.44,169.93,624.79,1577.75
20000,40,1055299.47,9384.87,1045938.13,1072568.08,1038602.50,2769.21,1034178.50,1042410.75,2018.66,232.95,1827.63,3128.83,1752.25,207.33,1572.21,2770.67,7412.75,408.02,6759.54,8517.58,1692.47,556.50,902.92,3088.96,1572.37,301.99,1234.17,3006.29,1603.13,559.48,822.17,3864.38,1503.77,313.11,1233.17,2894.54
30000,40,2501172.18,107173.78,2386300.29,2689976.96,2419304.79,21416.98,2399304.96,2467632.13,3175.95,345.48,2816.50,4390.17,2768.02,307.02,2430.33,3821.33,45880.40,2472.78,41993.71,54514.71,2187.35,653.57,1263.71,4546.83,2401.07,495.25,1859.71,4688.21,2535.94,769.79,1268.67,5196.33,2308.80,522.64,1869.83,4169.54
10,50,0.44,0.02,0.42,0.46,0.46,0.05,0.42,0.58,0.76,0.05,0.71,1.04,0.56,0.05,0.50,0.79,1.07,0.08,1.00,1.38,48.15,26.96,28.04,304.92,13.62,6.47,4.13,48.96,55.18,34.22,30.00,326.50,12.30,5.48,4.42,27.42
20,50,1.35,0.11,1.25,1.63,1.27,0.07,1.21,1.46,1.52,0.08,1.42,1.79,1.05,0.06,1.00,1.29,2.56,0.18,2.38,4.88,44.47,36.43,23.88,462.83,14.33,5.20,5.88,43.17,46.48,38.05,22.75,467.08,10.77,3.24,5.38,28.17
30,50,2.70,0.09,2.58,2.92,2.75,0.29,2.54,3.50,2.42,0.11,2.25,2.83,1.76,0.10,1.63,2.17,13.29,0.49,12.88,18.67,55.66,63.64,22.21,535.75,12.78,3.37,6.50,26.13,44.85,43.01,24.67,444.75,12.58,4.15,6.50,28.88
40,50,4.85,0.09,4.75,5.08,4.93,0.25,4.75,5.54,3.10,0.12,2.96,3.67,2.16,0.13,2.04,3.50,14.75,0.81,14.29,24.75,46.57,58.33,25.50,510.92,14.26,4.03,6.63,34.17,48.52,56.03,27.38,494.96,13.45,4.43,6.83,28.58
50,50,7.15,0.12,7.04,7.46,6.87,0.13,6.75,7.21,3.81,0.14,3.63,4.75,2.75,0.08,2.67,3.04,16.62,0.86,16.08,26.29,51.07,67.34,27.58,527.50,14.02,3.50,7.88,29.67,54.65,68.66,29.21,528.54,13.53,3.47,8.13,29.58
60,50,9.53,0.10,9.46,9.79,15.32,12.93,9.17,48.33,4.51,0.17,4.33,6.25,3.32,0.08,3.21,3.63,20.11,0.92,19.58,30.83,57.77,72.27,29.92,544.33,16.67,4.17,9.13,36.75,59.26,68.23,31.13,533.50,14.73,3.78,9.79,32.88
70,50,13.58,0.95,13.17,16.25,14.85,4.58,12.71,27.79,5.47,0.20,5.29,7.88,3.98,0.09,3.83,4.33,21.17,1.17,20.54,36.46,82.48,103.28,32.21,659.63,15.27,3.45,9.83,32.29,62.08,75.85,34.88,535.46,16.85,4.66,10.21,35.96
80,50,17.13,0.14,16.96,17.46,16.45,0.14,16.29,16.71,6.14,0.16,5.92,6.79,4.56,0.11,4.42,4.96,24.95,0.67,24.17,31.75,85.47,95.37,36.38,623.58,21.52,4.87,11.71,48.96,72.95,79.24,37.04,560.96,17.21,5.58,10.42,48.42
90,50,21.85,0.13,21.75,22.21,20.89,0.10,20.79,21.17,7.01,0.46,6.54,10.75,4.97,0.24,4.75,7.17,24.24,1.50,23.46,40.50,70.90,99.59,37.21,629.13,17.47,4.24,9.00,39.21,73.22,90.91,39.71,596.96,17.58,4.42,11.71,36.63
100,50,26.82,0.15,26.71,27.17,25.73,0.09,25.63,25.92,7.71,0.16,7.54,10.54,5.65,0.14,5.50,6.88,27.80,1.86,26.92,47.46,80.68,105.49,37.54,647.79,19.58,4.32,12.08,45.38,74.87,92.05,40.29,621.71,18.54,4.44,10.75,41.67
200,50,101.17,2.12,98.83,104.71,99.00,0.08,98.88,99.13,15.22,0.82,14.71,22.38,11.60,0.54,11.25,16.88,46.95,3.05,44.63,81.25,91.96,121.86,47.96,653.13,26.07,4.74,18.71,53.83,99.53,105.58,53.00,634.25,28.55,7.10,18.13,60.71
300,50,218.63,1.50,217.46,221.08,223.46,5.98,220.04,239.13,22.94,0.95,22.29,34.08,17.78,1.02,17.08,28.04,65.40,4.02,62.50,113.63,107.29,121.31,57.88,685.67,29.71,4.78,22.29,56.04,104.46,109.09,57.46,617.21,39.14,8.35,24.17,74.75
400,50,388.20,8.23,381.79,409.33,389.73,5.50,385.71,402.04,32.02,2.63,29.79,45.92,23.89,1.38,23.04,37.83,85.81,5.95,81.71,177.25,115.88,121.09,60.42,666.42,36.42,4.90,28.50,60.00,132.93,136.80,57.79,729.38,45.54,7.10,29.63,75.46
500,50,610.92,15.44,603.50,654.42,635.54,40.19,598.42,720.38,50.38,36.28,38.58,331.96,31.75,1.38,30.33,45.25,118.96,8.96,114.63,295.17,128.90,139.30,66.58,761.75,43.71,7.15,33.46,84.50,126.80,122.77,75.04,674.63,53.09,9.42,39.92,95.29
600,50,888.54,24.34,866.92,949.75,887.11,44.92,858.13,1009.79,48.97,2.62,46.63,68.33,38.72,2.35,36.75,59.46,199.14,10.97,194.58,361.21,133.07,141.89,69.58,758.71,48.21,7.00,38.67,90.54,131.53,125.45,70.50,764.83,64.61,10.87,45.75,121.08
700,50,1193.49,34.16,1168.42,1260.54,1189.45,48.29,1168.71,1325.54,57.59,3.59,53.83,78.96,45.49,2.72,43.33,66.92,562.27,27.77,544.42,818.42,143.33,150.15,73.08,822.17,57.32,9.44,45.50,106.25,137.19,127.66,75.67,751.00,69.22,10.73,51.38,129.38
800,50,1540.98,15.08,1521.96,1560.71,1545.77,22.62,1526.92,1589.46,64.08,3.13,61.63,85.92,53.33,3.10,49.92,86.79,600.93,37.83,581.38,936.25,145.11,156.22,77.00,878.21,58.12,5.96,48.00,87.33,145.28,142.55,78.33,797.29,77.58,8.64,60.08,132.38
900,50,1955.45,23.37,1929.83,2007.00,1951.27,38.47,1926.04,2048.92,73.83,3.00,70.50,96.29,58.86,2.26,56.96,81.67,656.03,31.80,632.88,912.08,153.47,151.29,83.29,804.83,68.17,9.68,54.29,125.21,152.30,154.41,83.38,878.50,80.70,11.06,62.58,141.46
1000,50,2391.36,17.00,2377.67,2422.54,2431.23,60.11,2382.58,2553.75,79.31,2.85,76.88,96.38,64.92,2.70,62.38,84.92,697.06,46.15,669.50,1023.88,186.40,176.24,88.42,994.96,82.83,20.46,62.17,276.83,170.28,144.60,92.13,817.63,86.02,12.47,68.17,168.29
2000,50,9844.33,183.67,9673.96,10203.79,9961.33,108.48,9833.21,10131.71,162.69,6.97,158.25,264.67,137.29,8.49,130.63,246.33,1053.00,47.46,1013.33,1345.83,251.33,169.09,126.42,977.54,142.03,26.84,114.83,384.21,227.44,161.57,128.29,950.38,148.06,24.78,126.58,414.46
3000,50,22276.90,326.78,22002.29,23151.58,22184.63,253.27,21808.25,22581.00,257.43,22.41,242.83,538.21,215.43,22.41,202.67,499.88,1366.14,64.18,1306.13,1672.88,343.69,180.84,175.79,1111.33,207.73,37.33,169.92,489.00,303.69,173.31,161.25,1022.46,208.78,33.76,184.63,462.83
4000,50,39374.65,530.27,38550.38,40222.04,39104.68,399.95,38598.25,40019.38,341.70,19.12,332.29,528.46,290.12,20.63,276.96,490.50,1970.48,88.61,1892.04,2412.33,403.83,193.54,210.50,1112.88,288.92,56.97,239.58,642.96,461.11,236.07,222.58,1371.79,283.51,53.51,240.92,640.46
5000,50,61606.45,620.56,60998.38,62801.83,61463.00,734.27,60244.29,62782.67,522.65,391.65,420.67,3835.38,479.24,432.24,350.17,2689.50,2387.30,233.36,2192.88,3181.33,477.03,202.78,263.04,1175.58,398.95,112.29,300.33,987.33,536.69,264.99,260.29,1770.50,407.38,118.68,310.92,963.96
6000,50,89555.65,865.21,88462.88,91008.75,89018.19,857.02,87304.71,90131.08,582.54,97.70,512.71,1060.96,501.20,91.51,428.58,968.17,2598.74,239.90,2399.38,3355.67,529.67,197.78,305.71,1169.33,477.53,113.75,361.67,927.17,476.85,202.18,283.88,1181.42,463.99,131.21,375.33,1253.67
7000,50,119991.52,1289.29,118702.08,122145.50,119280.80,721.40,118382.92,120482.79,679.69,88.92,613.00,1149.96,587.80,92.73,519.54,1096.92,2981.79,189.69,2777.33,3546.38,572.07,185.93,362.17,1136.29,543.32,115.50,433.50,1051.58,582.44,236.90,331.25,1572.83,515.50,121.56,438.00,1141.88
8000,50,155512.38,2100.19,153764.96,160805.83,157484.55,1232.75,154835.88,159303.08,882.73,590.35,705.04,4772.67,837.11,628.82,592.58,3518.08,3176.09,269.15,2925.21,4016.25,619.41,191.81,391.54,1236.92,621.65,132.48,514.92,1247.58,632.90,233.93,373.92,1509.00,589.93,115.60,499.46,1168.04
9000,50,197182.45,1284.81,195240.08,199275.96,198013.49,1679.56,195698.13,200626.13,987.07,618.41,791.42,4695.13,936.61,673.54,668.75,3586.13,3755.40,661.90,3280.50,6463.75,709.08,258.17,434.75,1874.75,731.63,162.82,569.92,1420.25,703.06,257.26,414.50,1538.17,710.43,156.13,567.21,1398.54
10000,50,243995.83,907.91,242539.29,245441.29,245339.67,6819.27,240994.42,264091.00,1133.34,697.63,900.46,5311.17,1074.56,759.09,765.63,4052.46,4041.27,385.26,3622.58,5226.29,794.44,272.72,484.88,1634.13,786.89,146.73,647.63,1400.04,760.61,268.94,452.04,1575.54,768.25,140.92,641.54,1329.50
20000,50,988687.93,22777.04,973175.54,1050459.88,990275.71,12398.37,970408.04,1009711.88,2232.60,779.24,1838.96,6538.08,1839.99,326.65,1562.00,3179.75,7594.41,513.37,6740.13,8950.58,1811.96,619.42,930.75,3617.96,1788.79,514.48,1266.88,5304.13,1925.94,669.50,932.67,4479.08,1599.23,398.56,1255.75,3030.38
30000,50,2442036.66,61869.16,2386338.08,2595763.92,2318312.12,51055.80,2244143.13,2410023.38,3275.61,363.69,2825.17,4589.92,2798.99,303.10,2414.17,4057.13,44914.92,2247.23,41448.79,53022.88,2378.03,764.59,1319.54,6196.75,2376.90,505.64,1867.71,4611.67,2492.68,772.27,1294.67,5288.13,2430.62,552.19,1903.88,4270.08
10,60,0.42,0.18,0.33,0.92,0.37,0.02,0.33,0.42,0.80,0.05,0.75,0.96,0.57,0.05,0.54,0.75,1.20,0.08,1.13,1.42,46.33,22.00,27.83,277.75,11.47,4.97,3.96,36.42,45.32,25.54,21.17,283.58,12.38,4.46,4.96,34.13
20,60,1.41,0.18,1.29,1.92,1.29,0.07,1.25,1.42,1.66,0.08,1.58,2.13,1.16,0.07,1.08,1.58,1.88,0.09,1.75,2.38,51.43,53.76,20.54,462.33,12.71,4.00,5.42,31.92,44.98,31.07,22.42,386.92,14.27,7.02,5.50,44.96
30,60,2.62,0.24,2.50,3.29,2.60,0.13,2.46,2.83,2.33,0.11,2.21,2.71,1.63,0.07,1.54,1.96,12.74,0.60,12.25,20.13,68.35,72.47,27.08,554.96,15.83,9.94,5.29,88.04,60.78,55.68,25.75,531.71,15.52,6.74,6.04,38.67
40,60,4.51,0.11,4.42,4.79,4.46,0.13,4.38,4.83,3.22,0.12,3.04,3.96,2.39,0.18,2.25,4.25,15.68,0.34,15.33,18.29,62.96,76.33,26.67,599.96,22.18,21.02,6.00,205.46,56.98,57.90,29.54,534.50,12.78,4.24,6.58,36.33
50,60,6.83,0.14,6.71,7.21,6.56,0.09,6.46,6.79,3.90,0.21,3.71,6.29,2.91,0.09,2.79,3.29,16.19,0.77,15.75,25.46,63.98,74.26,30.00,603.46,17.66,4.78,9.00,36.00,53.86,58.75,29.63,520.21,15.50,4.56,8.21,34.33
60,60,9.46,0.16,9.33,9.83,9.07,0.10,9.00,9.29,4.54,0.14,4.38,5.08,3.23,0.10,3.08,3.71,19.74,1.37,18.96,33.21,55.27,72.38,30.21,555.42,14.29,4.26,7.38,34.04,65.67,65.47,41.00,572.13,14.99,4.86,8.29,35.00
70,60,12.57,0.21,12.42,13.04,12.11,0.17,11.96,12.42,5.40,0.17,5.21,6.00,4.08,0.11,3.92,4.50,22.28,1.23,21.63,36.04,83.97,85.20,37.79,601.50,17.98,5.00,8.79,37.13,77.27,76.58,42.63,576.25,16.35,4.72,10.13,38.29
80,60,16.60,0.15,16.50,17.00,21.67,8.45,16.54,38.46,6.19,0.24,5.96,8.33,4.56,0.13,4.42,5.96,23.98,1.42,23.17,38.17,67.42,92.89,35.54,604.42,17.56,4.29,10.88,40.50,68.15,75.56,38.50,545.83,17.32,4.93,10.88,43.25
90,60,22.42,3.41,20.46,30.54,20.45,0.13,20.33,20.67,6.86,0.43,6.58,10.71,5.05,0.10,4.92,5.29,23.62,1.03,22.88,31.58,85.63,104.26,36.88,691.92,22.09,13.56,9.83,102.29,86.14,93.27,39.42,628.75,17.67,5.11,9.58,46.13
100,60,26.90,4.30,24.79,36.50,23.84,0.21,23.71,24.42,8.20,0.35,7.83,11.46,6.06,0.24,5.83,8.00,28.97,1.94,28.00,44.46,84.83,103.04,38.29,629.92,20.10,4.53,13.00,41.96,80.09,82.25,44.25,616.75,20.99,7.47,10.75,60.29
200,60,95.17,2.44,92.75,99.54,94.48,0.86,93.96,96.21,15.10,0.45,14.67,21.33,11.46,0.66,10.96,17.04,47.94,4.01,45.63,83.00,119.35,128.34,54.21,742.21,28.72,9.48,17.88,91.58,130.40,106.91,60.00,638.33,27.09,6.83,16.79,66.58
300,60,206.45,5.14,201.63,216.00,208.45,16.18,201.71,253.88,23.11,1.30,22.08,41.33,17.11,0.46,16.54,22.92,67.53,4.98,64.21,137.42,127.41,145.18,56.71,817.79,29.25,4.05,22.13,49.58,110.44,112.65,57.75,695.79,38.72,7.59,26.17,69.46
400,60,357.83,5.98,354.17,373.25,361.98,6.52,358.75,377.33,31.96,2.04,30.33,45.33,24.84,1.65,23.79,37.67,85.05,6.85,80.54,191.42,115.36,128.61,62.13,709.33,38.60,7.30,28.38,72.67,117.91,116.85,61.83,678.88,46.78,7.36,33.04,88.92
500,60,573.69,25.75,557.63,641.79,573.31,16.43,561.21,613.00,41.47,2.78,39.00,58.63,32.56,2.03,30.71,47.58,119.38,10.03,114.75,325.96,127.79,130.09,67.75,707.92,45.63,25.20,34.71,388.21,129.96,121.65,67.88,695.25,52.01,7.96,38.25,99.83
600,60,840.68,58.96,800.71,988.17,839.18,22.66,819.33,892.13,49.99,2.72,47.50,70.21,39.75,2.05,37.67,56.50,235.23,12.81,228.38,424.00,138.55,150.16,70.54,839.71,51.91,9.64,39.75,96.71,178.10,159.90,74.79,903.33,57.33,26.24,41.71,337.58
700,60,1164.98,82.43,1087.21,1338.29,1125.60,25.57,1095.25,1167.25,56.71,3.42,54.17,94.25,46.65,5.43,43.79,92.83,578.03,45.99,544.46,868.46,174.37,157.65,77.04,828.83,57.97,9.03,44.92,112.50,179.86,147.15,84.17,784.75,63.10,26.20,43.96,336.25
800,60,1512.40,19.68,1473.46,1544.96,1522.75,66.81,1446.96,1634.75,67.59,5.86,63.46,115.67,53.00,3.47,50.38,80.71,615.68,55.70,583.75,994.88,222.23,179.84,85.08,1042.58,67.89,14.95,49.79,180.58,203.48,128.96,97.83,843.38,67.68,13.03,54.42,173.38
900,60,1867.31,38.81,1832.13,1928.88,1865.00,54.52,1825.17,1982.88,75.29,5.06,72.46,122.63,61.18,4.62,58.79,114.46,655.07,43.10,629.29,969.63,161.77,157.89,82.88,865.13,73.72,11.80,58.04,157.29,176.12,152.00,95.29,842.50,82.87,11.83,64.00,173.29
1000,60,2255.31,44.74,2201.13,2328.54,2248.56,30.84,2213.71,2296.96,83.58,4.81,79.04,116.79,66.48,3.10,63.63,88.21,685.59,28.94,667.29,901.42,171.96,157.10,88.96,853.79,82.33,13.93,66.00,174.88,164.00,138.53,93.88,804.42,89.60,12.39,71.08,178.88
2000,60,9170.23,127.70,9059.63,9442.46,9208.35,79.88,9140.00,9395.67,164.03,10.73,159.00,329.58,138.43,12.05,130.25,326.96,1034.09,49.58,999.50,1378.88,255.95,160.51,132.13,840.13,143.79,31.96,121.83,490.58,226.41,138.27,134.50,795.54,143.38,27.44,124.17,413.83
3000,60,20966.69,264.45,20605.83,21453.04,21131.60,531.95,20540.71,22466.83,255.89,21.43,245.21,460.00,214.34,20.69,202.33,467.17,1332.02,62.03,1283.71,1641.25,338.14,178.89,174.54,1084.71,215.15,47.07,176.38,537.21,307.66,164.34,173.58,938.46,214.65,38.74,187.75,554.79
4000,60,36257.78,193.17,36005.92,36567.38,36443.30,367.41,36069.67,37164.79,356.87,31.91,339.13,608.50,289.61,21.79,281.33,476.92,1955.83,71.70,1890.92,2286.38,392.05,168.02,210.54,1048.79,284.17,54.96,239.92,663.00,402.03,193.82,210.29,1683.71,283.60,51.91,247.33,597.79
5000,60,56760.46,562.91,56055.42,57593.42,57034.03,331.49,56570.00,57559.58,522.25,360.03,425.92,3737.17,475.54,423.54,349.38,2613.67,2385.23,201.49,2227.92,3074.42,501.32,199.81,276.46,1221.88,387.87,87.91,308.50,786.75,475.92,198.89,253.54,1209.25,370.14,84.90,312.25,761.13
6000,60,82172.78,981.96,81107.50,84417.13,93796.52,15662.31,82103.88,119540.08,637.35,444.61,523.13,3734.08,620.17,526.62,436.33,3150.71,2704.55,499.84,2414.13,5181.33,543.70,210.33,318.42,1618.75,476.16,136.18,373.54,1181.92,543.54,221.86,293.04,1571.00,502.34,169.44,373.79,1498.75
7000,60,112662.62,5696.29,109891.33,128756.54,111744.61,1433.69,110632.17,115357.83,770.10,512.41,621.08,4630.83,696.74,555.61,519.71,3354.21,3032.92,247.87,2792.08,4952.29,611.87,236.29,357.88,1490.21,544.26,144.13,447.88,1312.88,582.14,213.52,341.88,1257.25,510.12,120.14,444.25,1176.88
8000,60,153733.24,12629.62,144866.75,180133.38,145306.60,1078.08,143690.63,147361.88,886.12,550.94,713.08,4603.83,842.75,638.55,594.71,3577.42,3223.54,226.63,2962.88,3903.83,643.51,216.01,425.21,1349.75,622.13,135.10,513.21,1267.88,622.56,223.95,374.58,1392.83,597.46,129.60,508.00,1224.79
