n,overlap,original,original_std,original_min,original_max,compose,compose_std,compose_min,compose_max,linq,linq_std,linq_min,linq_max,hashset,hashset_std,hashset_min,hashset_max,frozenset,frozenset_std,frozenset_min,frozenset_max,par_std,par_std_std,par_std_min,par_std_max,par_hashset,par_hashset_std,par_hashset_min,par_hashset_max,par_std_partition,par_std_partition_std,par_std_partition_min,par_std_partition_max,par_hashset_partition,par_hashset_partition_std,par_hashset_partition_min,par_hashset_partition_max
20000,30,2228845.96,24879.19,2185519.50,2254022.10,2237969.83,16658.12,2223523.90,2276149.00,2172.69,431.24,1838.00,3838.20,2144.37,429.99,1813.50,3757.50,10581.89,859.37,9723.60,15853.00,2033.95,420.11,1330.70,3313.20,1593.84,181.29,1390.90,2299.00,1939.12,408.78,1312.90,3009.80,1525.81,211.40,1349.30,2305.10
30000,30,6523690.41,164443.67,6364025.70,6966045.60,5456833.20,105473.68,5290906.90,5594699.00,3455.58,292.20,3144.20,4971.30,3279.08,216.28,3064.10,4459.70,66381.03,3089.49,62448.40,77898.80,3726.07,1390.64,1943.50,15800.60,2640.74,226.09,2404.20,3531.90,3755.56,1528.65,2190.00,17270.30,3004.04,401.17,2371.80,4279.90
10,40,0.78,0.36,0.60,1.80,0.68,0.04,0.60,0.70,0.79,0.17,0.70,1.50,0.69,0.16,0.60,1.40,1.81,0.28,1.60,2.60,35.26,23.60,24.70,319.40,6.16,1.15,4.90,14.30,38.26,29.54,24.90,354.90,6.86,1.87,5.10,20.60
20,40,2.36,0.05,2.30,2.40,4.32,0.06,4.20,4.40,1.44,0.20,1.30,2.20,1.33,0.23,1.20,2.30,2.77,0.34,2.40,3.60,43.73,42.99,27.20,427.60,7.70,1.85,5.90,18.90,42.93,42.04,28.10,397.70,7.86,1.13,6.40,15.90
30,40,4.67,0.30,4.50,5.50,4.69,0.43,4.50,5.90,3.00,0.86,2.00,4.70,2.02,0.26,1.80,3.10,18.69,0.77,17.90,23.80,47.78,55.66,28.90,478.40,8.77,2.16,6.90,25.70,50.87,51.79,30.60,480.40,9.82,1.98,7.70,21.60
40,40,9.38,2.10,7.80,13.70,7.79,0.03,7.70,7.80,3.35,0.94,2.60,5.70,3.26,0.90,2.40,5.10,22.78,3.81,20.80,39.20,54.47,68.89,31.40,512.70,10.74,2.00,8.10,21.30,53.23,67.17,32.10,531.00,10.96,2.35,8.70,30.20
50,40,12.53,2.36,11.60,19.20,20.54,1.06,19.60,23.00,3.85,0.54,3.40,6.10,3.46,0.63,3.00,6.10,25.88,4.63,23.90,45.20,58.68,75.54,33.50,553.80,12.23,2.49,8.80,23.80,57.90,71.82,34.40,548.60,12.03,2.03,9.70,21.80
60,40,16.77,0.19,16.60,17.30,17.21,0.22,17.10,17.80,4.34,0.28,4.10,5.20,4.23,1.01,3.60,9.00,30.02,6.02,27.50,54.80,63.63,86.19,34.80,634.20,13.02,3.44,9.10,49.80,63.44,78.90,35.30,616.80,13.41,2.68,9.10,39.60
70,40,22.84,1.38,22.10,26.70,22.40,0.56,22.20,24.00,5.45,1.30,4.60,9.10,4.60,0.65,4.20,9.90,36.10,9.06,30.50,60.30,66.46,83.87,36.40,584.10,14.38,3.40,10.20,39.10,65.77,77.21,35.30,569.30,15.09,3.60,10.30,50.90
80,40,32.12,6.82,29.10,50.30,29.67,1.33,29.00,33.40,6.04,0.94,5.50,10.10,5.15,0.32,4.80,6.10,41.72,9.87,36.30,66.70,63.60,73.01,35.40,522.20,14.42,4.28,9.40,48.20,66.35,77.38,36.00,538.70,15.24,2.61,9.50,27.40
90,40,36.33,0.53,36.00,37.60,38.20,1.78,36.70,41.10,6.27,0.55,5.80,10.40,5.93,0.76,5.30,8.90,33.13,4.09,31.40,57.50,74.78,94.59,37.10,618.00,15.12,3.03,9.30,36.20,67.72,75.46,37.40,515.20,15.63,3.36,9.90,45.90
100,40,53.08,15.00,42.80,89.80,43.54,1.38,42.90,47.40,7.02,0.33,6.60,7.80,6.51,0.60,6.00,10.10,36.93,2.55,35.00,52.50,71.46,85.97,36.80,549.40,16.38,4.71,10.50,43.30,69.36,76.46,39.30,504.50,16.41,3.42,10.60,43.60
200,40,278.11,46.74,200.50,320.30,175.99,1.05,175.30,178.80,15.32,2.75,13.70,24.50,14.12,2.54,12.40,21.80,64.58,6.10,61.20,113.70,103.47,109.41,50.50,676.30,25.46,8.59,16.30,74.00,89.17,95.23,50.20,586.70,23.38,6.67,16.20,59.00
300,40,417.82,23.21,399.30,471.90,446.89,68.83,398.00,593.00,20.86,1.12,20.20,29.70,19.40,1.49,18.80,32.00,97.30,22.44,85.50,226.30,106.49,106.75,56.30,690.30,49.71,18.50,21.40,88.60,96.68,96.78,55.70,578.80,32.84,8.09,21.50,62.70
400,40,696.70,4.14,690.50,704.20,731.35,43.14,692.30,826.80,29.36,2.22,27.80,61.70,26.26,0.85,25.50,37.10,126.20,27.85,112.20,212.90,118.69,105.65,66.40,675.60,67.97,13.56,34.60,168.60,108.95,97.44,64.10,592.90,47.76,12.97,28.50,159.20
500,40,1182.33,151.03,1086.20,1538.10,1192.58,265.22,1094.30,1939.70,36.73,3.64,34.60,56.60,32.75,0.98,31.80,41.40,206.30,30.16,192.90,354.00,128.23,107.87,74.10,770.50,81.51,17.14,56.10,262.10,116.00,99.68,70.90,627.10,49.28,11.33,35.40,165.70
600,40,1592.59,52.54,1558.50,1696.00,1570.26,14.43,1560.80,1601.80,44.81,3.03,42.70,69.50,41.54,4.46,39.60,64.50,521.66,28.87,509.30,820.10,132.25,107.99,80.00,676.10,85.33,12.03,71.20,173.30,121.89,96.79,78.40,657.30,57.06,15.17,42.30,137.30
700,40,2175.01,52.16,2134.80,2295.30,2226.20,102.18,2124.80,2419.60,49.75,1.37,48.60,67.00,47.65,4.26,45.40,85.20,762.99,64.20,731.80,1191.40,145.72,103.14,89.40,712.20,91.61,13.36,77.60,201.90,132.15,99.02,84.70,675.40,69.23,16.11,48.20,179.60
800,40,3025.19,329.95,2754.10,3801.10,2817.11,108.33,2753.10,3109.80,61.54,11.03,55.60,97.70,54.03,4.89,51.80,160.20,844.47,43.79,817.30,1202.20,158.16,109.65,73.30,669.90,104.22,13.97,86.50,247.30,149.68,106.35,95.40,702.60,73.53,12.48,57.70,170.00
900,40,3524.85,164.43,3420.50,3879.50,3619.57,142.19,3482.00,3855.70,67.57,3.47,65.80,116.10,63.70,4.55,61.40,95.80,895.07,62.65,867.00,1394.30,182.93,114.98,106.60,797.00,116.24,13.56,100.90,232.60,155.29,108.88,99.90,728.90,82.31,14.16,68.80,166.40
1000,40,4332.19,19.06,4315.40,4377.60,4387.56,204.06,4314.20,4968.10,73.05,2.45,71.40,109.40,70.78,8.99,66.80,115.50,942.19,70.43,916.10,1478.50,189.84,114.03,115.50,769.20,128.92,12.73,109.60,258.30,164.70,101.64,110.60,674.70,88.79,15.78,74.00,231.50
2000,40,19391.02,2970.93,17717.80,27204.40,18231.04,2009.96,16878.60,22837.60,155.48,17.74,148.30,286.80,143.06,10.02,139.20,260.30,1446.68,163.67,1383.90,2256.00,317.06,122.61,214.00,824.50,205.50,28.20,167.70,387.00,287.18,121.40,187.50,809.40,164.39,22.08,137.60,331.00
3000,40,47783.82,7965.77,42108.60,66101.20,43149.55,937.39,42388.50,45387.20,246.21,37.31,231.00,411.70,225.38,19.54,217.80,356.50,1819.85,110.91,1760.10,2759.00,397.53,134.51,277.50,1020.40,274.81,38.45,234.00,514.60,372.45,131.73,260.50,954.50,238.69,29.12,208.50,420.60
4000,40,81122.95,2028.47,79199.10,86501.40,80528.62,2530.05,77821.70,84474.10,327.07,25.57,317.00,497.70,313.42,34.20,298.70,492.50,2580.03,156.66,2499.60,3868.20,482.39,151.94,330.00,1052.80,339.21,48.03,295.90,640.40,458.42,160.30,317.20,1141.10,305.29,34.45,283.00,553.70
5000,40,124596.74,1660.71,121298.70,126661.60,125929.71,2956.36,122580.30,130938.90,451.16,98.72,405.80,1054.30,424.62,84.66,398.80,1039.70,3206.37,317.09,3023.40,4817.50,533.30,153.20,361.00,1055.70,441.58,109.38,366.40,1072.80,515.67,154.60,359.50,1142.80,403.70,95.40,350.10,1137.00
6000,40,181558.01,1761.15,179264.00,184410.90,188128.78,9320.96,179891.80,207669.80,537.21,108.10,483.30,1171.50,518.33,109.37,461.00,1132.40,3499.18,264.69,3317.30,5213.30,610.05,175.06,401.10,1242.70,523.59,129.29,432.80,1224.40,589.12,181.27,403.60,1274.50,492.75,110.52,415.50,1127.70
7000,40,245008.02,3067.09,240497.90,250858.10,247854.02,5408.40,242120.80,257742.30,639.04,108.81,580.20,1332.10,619.80,112.26,556.50,1288.90,4098.28,346.03,3813.40,6161.80,673.76,185.46,448.10,1347.10,611.70,145.68,508.00,1359.80,678.14,192.02,452.70,1360.70,574.72,131.18,487.20,1284.10
8000,40,327796.68,6335.29,321194.50,342382.10,326635.68,6187.48,319510.40,338195.50,745.46,146.18,664.30,1509.80,715.95,140.44,638.70,1453.20,4467.61,365.82,4133.70,6624.60,872.46,279.80,542.60,1947.50,667.29,125.31,568.70,1299.10,850.82,279.07,523.60,1714.80,675.78,152.90,551.10,1430.40
9000,40,420406.29,12877.39,404194.80,443834.50,429256.77,32033.27,402765.90,512705.10,846.00,166.90,746.90,1624.10,816.97,179.12,716.30,1544.30,5185.95,801.42,4598.30,8420.90,1075.95,280.66,767.00,2017.20,838.67,213.90,652.50,1962.00,996.40,278.36,638.20,1769.90,731.44,192.68,615.40,1889.90
10000,40,532181.82,29707.44,510792.80,607210.20,534007.74,8952.94,514673.90,546180.30,1002.74,213.67,859.30,1969.30,964.70,198.46,828.00,1887.10,5480.28,456.95,5046.10,7126.50,1096.07,340.41,655.60,2150.20,900.81,211.31,708.40,1808.00,1052.52,333.02,654.50,2115.80,869.10,167.31,699.40,1522.40
20000,40,2107668.41,25326.56,2056821.20,2137798.20,2034895.49,7989.61,2026056.90,2049338.10,2070.46,373.30,1820.90,3442.00,2002.25,362.46,1760.90,3275.20,9955.72,347.08,9516.60,11246.10,1651.29,429.45,1118.60,2728.00,1499.62,164.93,1365.60,2184.20,1655.07,436.60,1148.20,2737.70,1469.21,168.31,1347.00,2144.40
30000,40,5000365.78,340473.64,4596251.60,5295428.60,4644069.37,17212.70,4617865.40,4669298.50,3311.18,257.94,2966.60,4423.40,3135.38,201.61,2891.20,4013.10,62787.82,1643.72,60617.20,74075.20,3089.72,1216.90,1834.20,13776.80,2772.24,288.49,2288.70,3778.90,3056.63,1431.01,1870.90,14275.40,2690.06,307.78,2203.10,3920.70
10,50,0.82,0.38,0.70,1.90,0.70,0.00,0.70,0.70,0.87,0.23,0.70,2.60,0.73,0.17,0.60,1.50,1.87,0.32,1.60,3.10,21.30,23.26,10.30,270.60,5.26,1.37,3.60,12.70,21.49,23.84,11.40,294.70,6.67,1.37,5.20,15.30
20,50,1.90,0.00,1.90,1.90,1.91,0.03,1.90,2.00,1.82,0.58,1.40,6.30,1.31,0.19,1.20,2.00,3.68,0.36,3.30,6.80,30.98,39.82,12.50,326.10,7.28,1.74,5.60,16.80,31.88,36.54,13.40,314.00,8.46,1.79,6.30,17.50
