n,overlap,original,original_std,original_min,original_max,compose,compose_std,compose_min,compose_max,linq,linq_std,linq_min,linq_max,hashset,hashset_std,hashset_min,hashset_max,frozenset,frozenset_std,frozenset_min,frozenset_max,par_std,par_std_std,par_std_min,par_std_max,par_hashset,par_hashset_std,par_hashset_min,par_hashset_max,par_std_partition,par_std_partition_std,par_std_partition_min,par_std_partition_max,par_hashset_partition,par_hashset_partition_std,par_hashset_partition_min,par_hashset_partition_max
1000,90,1743.04,53.69,1701.77,1874.53,1844.32,55.79,1721.95,1889.45,48.08,2.06,45.62,54.08,42.83,1.64,40.28,48.05,581.32,19.65,557.66,683.80,516.76,219.22,375.87,1444.59,88.51,22.75,74.43,214.75,459.24,130.21,369.90,1203.02,68.38,4.09,60.43,85.83
2000,90,6793.47,159.91,6563.27,6996.66,6772.80,132.91,6568.22,6947.14,97.22,3.17,93.86,108.90,86.80,3.24,83.41,97.02,851.18,33.00,819.62,982.25,562.56,263.16,406.87,1577.29,131.26,18.62,116.96,355.30,504.35,170.55,382.80,1288.99,119.95,7.92,109.33,207.84
3000,90,16254.64,235.94,15969.97,16703.61,15338.68,397.93,14678.78,16030.86,147.64,3.99,143.80,170.53,136.87,4.97,131.55,155.36,1054.44,38.35,1017.27,1182.97,596.72,280.65,419.68,1569.33,185.87,38.41,161.48,501.71,525.74,198.42,396.77,1345.62,171.69,16.56,155.30,384.31
4000,90,28828.80,549.38,28108.37,29710.37,27088.96,463.19,26477.35,28030.41,203.85,7.50,196.16,236.39,191.32,11.87,181.22,287.21,1569.70,54.92,1517.19,1788.01,612.67,310.42,424.71,2202.75,227.23,23.02,209.08,447.23,543.77,224.79,395.00,1414.35,220.61,23.21,203.13,471.86
5000,90,45756.15,961.18,44380.07,47053.54,45097.97,649.03,43646.70,45724.32,282.57,46.29,263.08,609.73,259.44,41.50,244.22,562.02,1959.94,115.14,1840.85,2387.21,631.09,288.57,439.82,1600.33,303.18,101.57,257.72,1029.85,554.68,237.21,389.92,1511.29,285.52,81.72,242.97,920.16
6000,90,65854.07,1038.57,64188.83,67354.21,64960.75,729.29,63650.00,65914.14,326.74,49.71,295.62,652.67,304.81,48.08,274.53,613.67,2094.53,130.85,1956.23,2587.51,649.91,299.48,449.69,1642.15,351.21,107.64,301.38,1107.34,562.61,235.67,352.70,1462.95,340.66,97.35,289.91,1028.95
7000,90,88595.78,781.25,87153.12,89582.19,89089.85,1100.16,87340.55,91123.41,397.95,53.74,363.62,741.59,377.08,52.33,343.74,706.47,2401.08,125.35,2281.51,2860.35,668.71,301.96,465.29,1650.25,411.78,124.84,353.21,1332.67,570.57,270.17,355.10,1943.08,404.11,118.86,350.64,1223.83
8000,90,117786.02,2358.33,115385.90,122838.03,116974.84,1840.88,115009.43,120962.35,451.50,63.86,413.62,805.59,420.47,61.86,383.15,759.95,2508.55,164.02,2359.36,3050.40,696.19,326.55,478.56,1664.00,466.22,139.06,398.66,1334.74,574.15,277.45,359.62,1537.35,457.04,131.14,391.88,1268.65
9000,90,159133.86,1114.19,157314.34,160691.46,147108.70,1779.08,145137.73,150508.26,503.87,75.49,452.80,898.45,471.86,72.53,426.23,849.49,2834.70,195.93,2651.32,3427.24,714.55,318.81,494.81,1702.21,520.78,167.32,441.91,1394.61,652.86,345.78,373.66,2120.67,519.87,164.59,441.99,1419.58
10000,90,189708.66,2068.92,187322.79,193876.23,182888.82,2072.06,180653.17,187500.47,601.07,104.86,530.44,991.62,555.56,119.09,499.21,1013.99,3125.23,217.19,2876.02,3724.22,819.77,393.81,534.26,1895.76,598.53,227.80,498.98,1455.61,697.91,402.13,413.05,1736.40,640.19,222.58,506.81,1475.91
20000,90,1013620.13,21067.62,980420.03,1032670.79,979176.10,3868.57,973301.99,983913.47,1387.68,119.81,1278.92,1863.75,1411.04,273.68,1206.71,2119.85,6884.26,663.29,5807.24,8980.54,1242.58,527.44,779.27,2548.79,1273.01,171.92,1103.46,1888.07,1117.50,513.44,669.57,2386.72,1263.12,173.24,1103.22,1916.57
30000,90,2699089.99,21820.94,2685115.87,2760289.63,2621205.12,3433.02,2616828.37,2628353.31,2560.28,482.90,2149.11,4895.61,2427.90,379.69,2070.84,3860.16,43093.42,1607.28,40343.62,61894.83,1702.16,831.25,1049.30,4384.78,1992.02,233.35,1784.23,2747.96,1681.91,945.76,966.73,4591.03,1996.26,198.28,1798.20,2650.76
10,100,0.45,0.20,0.37,1.01,0.37,0.03,0.35,0.46,0.78,0.65,0.58,4.39,0.77,0.83,0.48,4.65,1.62,1.27,0.86,5.45,389.62,23.40,337.18,459.45,11.62,1.40,8.62,16.36,386.27,20.73,335.13,446.82,10.63,1.52,8.14,15.39
20,100,1.17,0.26,1.07,1.90,1.13,0.17,1.05,1.62,1.19,0.17,1.07,1.97,0.95,0.15,0.84,1.43,2.70,0.18,2.47,3.23,390.58,21.74,336.95,467.88,11.90,1.33,8.88,19.73,389.54,21.54,337.68,456.55,10.75,1.08,9.03,15.18
30,100,2.15,0.07,2.11,2.35,2.08,0.14,1.99,2.47,1.62,0.14,1.48,2.36,1.28,0.13,1.17,1.67,2.42,0.20,2.13,2.87,394.84,29.43,346.09,757.24,12.25,1.37,9.13,20.75,394.29,22.60,340.86,470.02,13.61,1.36,11.01,18.11
40,100,3.72,0.60,3.42,5.26,3.57,0.16,3.41,3.89,2.26,0.20,2.08,3.08,1.80,0.18,1.63,2.26,13.87,7.40,10.05,37.04,400.42,38.64,342.80,805.80,13.05,1.35,9.59,16.69,395.47,25.47,344.19,632.66,13.86,1.37,10.81,17.71
50,100,5.28,0.25,5.07,5.83,5.22,0.24,5.00,5.74,2.76,0.22,2.52,3.48,2.12,0.19,1.92,2.63,11.23,0.44,10.19,14.12,400.65,44.22,340.19,820.28,13.48,1.52,10.11,19.55,397.78,31.84,344.58,781.33,16.18,1.19,13.00,19.47
60,100,7.44,0.31,7.03,8.25,7.14,0.23,6.99,7.59,3.22,0.26,2.95,4.51,2.50,0.17,2.27,2.94,13.65,0.68,12.45,16.01,403.67,47.49,341.30,830.86,13.98,1.45,10.49,18.68,398.22,35.79,339.10,780.65,16.69,1.27,13.98,19.88
70,100,9.76,0.35,9.48,10.33,9.21,0.19,8.96,9.47,3.66,0.22,3.28,4.65,2.87,0.17,2.63,3.24,15.34,2.42,13.24,25.21,408.29,52.53,351.87,928.28,15.15,2.24,10.86,22.30,402.37,37.07,342.71,773.39,18.50,1.66,14.77,22.40
80,100,12.80,0.29,12.60,13.39,12.14,0.37,11.77,12.86,4.33,0.26,3.94,5.30,3.40,0.30,2.90,4.16,17.64,0.93,16.36,21.01,407.00,53.01,347.46,842.28,15.97,2.14,11.48,22.51,401.00,37.94,342.54,804.99,19.10,1.83,15.44,25.31
90,100,15.35,0.53,14.83,16.36,14.97,0.49,14.07,15.46,4.55,0.30,4.14,5.57,3.77,0.18,3.49,4.21,17.58,0.89,16.19,21.32,402.12,66.75,339.99,918.65,15.21,2.10,11.63,21.69,394.25,42.95,335.59,798.66,20.52,2.38,15.12,27.79
100,100,19.76,0.60,19.23,20.68,21.46,0.09,21.37,21.67,5.27,0.53,4.50,6.44,4.38,0.37,3.87,5.24,20.33,0.68,18.41,23.92,403.51,76.44,335.13,909.25,14.88,1.44,12.08,18.84,399.37,45.30,342.73,796.74,21.70,2.18,17.40,28.19
200,100,69.30,2.38,67.54,73.07,67.20,2.08,65.54,70.49,10.32,0.25,9.46,11.72,8.37,0.20,8.00,9.63,36.45,1.72,32.83,41.73,426.86,106.94,347.92,1034.59,19.90,1.34,17.00,25.89,407.52,63.75,346.71,903.86,32.14,2.66,25.99,44.04
300,100,147.03,6.80,135.88,158.82,145.59,1.31,144.86,148.70,16.54,3.28,14.66,25.57,12.55,0.40,11.54,14.34,51.57,2.28,47.80,57.53,443.10,133.97,353.41,1121.09,22.98,1.39,20.51,29.08,419.65,86.50,349.77,967.00,40.80,3.67,29.16,59.57
400,100,279.78,10.55,262.23,289.61,262.92,0.88,262.22,264.51,20.61,0.92,18.89,23.60,17.02,0.85,15.63,18.93,64.87,2.04,62.22,71.66,460.47,162.98,355.46,1212.95,26.58,1.03,24.43,31.31,427.54,92.77,350.46,1037.70,48.00,4.13,33.89,65.73
500,100,406.28,9.95,398.39,426.96,402.19,3.96,399.49,412.07,25.71,0.96,22.78,29.57,21.12,0.79,19.72,23.63,119.41,5.32,113.26,134.71,480.28,198.42,364.26,1648.24,30.30,2.20,27.96,45.23,436.95,103.19,353.38,1027.90,53.48,5.05,37.47,73.12
600,100,591.21,5.99,586.67,603.02,591.83,15.60,577.95,618.78,29.88,1.82,27.66,34.68,25.44,1.22,23.83,29.06,103.95,4.11,100.04,119.10,487.34,186.80,367.33,1286.45,45.43,8.58,33.44,67.22,445.32,111.90,365.92,1085.54,52.75,4.11,44.71,68.97
700,100,892.58,98.01,796.70,1051.84,835.41,35.64,740.83,860.37,37.13,15.45,33.02,191.21,30.15,1.39,28.43,34.32,471.29,17.72,451.27,565.25,508.61,223.57,370.26,1449.96,73.64,16.22,59.52,175.91,452.50,119.32,368.76,1058.16,57.79,4.04,47.99,74.87
800,100,1487.90,726.80,949.14,2940.63,1009.87,42.21,933.00,1082.74,40.25,1.79,37.74,44.78,34.23,1.70,32.08,38.99,502.23,16.19,485.54,613.38,511.32,238.93,373.81,1900.94,77.37,8.60,67.78,127.06,461.83,133.99,369.52,1307.89,59.71,4.98,50.01,89.45
900,100,1322.48,71.13,1209.21,1440.41,1252.00,46.53,1206.11,1316.16,43.90,1.61,42.12,49.42,39.45,1.47,37.56,43.93,532.90,13.99,517.50,619.18,519.43,248.37,372.25,1727.35,80.16,4.98,71.48,104.42,460.42,129.26,374.84,1226.27,64.00,7.29,53.15,93.71
1000,100,1643.19,117.03,1499.85,1910.94,1492.96,49.16,1453.09,1594.10,48.56,1.86,46.72,54.03,44.44,1.91,41.59,49.54,591.56,27.19,561.58,683.03,530.55,250.38,388.58,1639.33,85.23,10.43,76.09,166.03,468.29,141.16,375.13,1257.79,70.20,4.04,62.38,86.99
2000,100,5888.36,113.50,5744.22,6050.01,5995.75,227.23,5766.90,6469.21,97.90,2.99,93.68,107.43,86.56,3.19,82.68,96.30,847.88,32.69,816.44,968.54,576.25,285.75,401.31,1698.68,137.65,29.78,119.07,386.09,519.21,177.94,391.82,1324.48,120.99,7.24,111.01,262.37
3000,100,14431.13,275.64,13984.77,14779.07,13665.61,379.94,13034.40,14262.41,148.27,6.21,143.59,174.17,133.58,4.38,129.45,151.56,1058.75,30.51,1029.34,1187.44,589.93,273.21,419.83,1587.95,184.01,24.75,166.15,391.33,534.93,205.14,395.50,1388.90,172.08,17.87,155.81,381.31
4000,100,26167.06,911.64,24728.48,27465.24,26226.02,517.24,25274.06,27020.60,204.02,7.69,197.00,240.67,186.71,6.89,180.97,273.58,1590.05,55.67,1533.72,1767.90,616.51,305.84,436.10,2103.72,232.25,35.69,211.13,502.73,546.10,228.54,392.79,1481.17,222.03,21.88,200.78,457.03
5000,100,41729.74,609.60,40410.65,42478.86,40628.42,1259.75,39290.04,43020.45,293.89,42.27,267.39,606.81,261.57,39.77,245.94,548.46,1927.13,110.14,1817.18,2390.98,641.13,292.70,444.85,1630.47,310.36,105.31,264.35,1036.30,562.33,238.65,395.78,1454.37,298.90,82.62,258.35,940.99
6000,100,59319.37,1023.72,57574.38,60789.63,58678.38,1033.94,57581.19,61017.31,337.38,49.40,304.01,668.58,308.80,47.42,276.89,613.59,2091.41,122.48,1967.05,2534.24,657.25,298.88,453.49,1615.87,362.11,114.67,308.74,1136.77,583.38,283.98,363.90,1480.39,350.27,94.35,305.18,1011.30
7000,100,81096.35,1280.85,79519.16,83537.02,80422.87,761.92,79109.57,81407.04,403.00,52.36,370.81,739.87,383.20,51.33,347.99,713.46,2414.01,134.75,2277.93,2920.68,669.97,304.33,459.91,1655.04,421.87,137.24,358.46,1329.47,576.93,263.78,355.63,1591.07,414.16,120.15,359.20,1245.49
8000,100,104999.21,1404.86,102470.47,107338.47,105290.47,1649.60,102686.72,107839.73,465.84,64.71,416.77,838.13,429.26,61.30,382.30,768.30,2497.71,166.92,2342.51,3027.45,695.39,315.71,481.50,1672.64,470.83,139.99,400.99,1310.86,584.41,294.38,366.29,1570.08,470.53,141.45,405.37,1337.42
9000,100,134804.38,2036.68,132536.70,138091.09,133273.68,1419.05,130963.15,135358.33,517.77,107.18,465.29,942.09,513.69,95.28,442.15,862.26,2891.96,206.52,2676.43,3489.20,802.62,381.46,524.48,1829.15,550.84,220.12,450.72,1404.63,687.42,428.21,403.00,2434.11,546.12,221.90,449.52,1390.56
10000,100,163324.78,1470.26,160154.40,165496.99,164854.13,1222.38,162637.04,166833.48,600.35,121.46,531.87,1070.54,595.96,105.11,514.69,986.50,3162.29,228.45,2936.74,3806.77,811.39,390.50,529.11,1847.50,614.17,238.82,508.56,1499.55,675.63,380.88,411.46,1694.78,596.58,198.35,507.47,1344.75
20000,100,881610.51,16791.80,866371.90,914286.79,870302.40,4229.00,863036.43,876731.64,1443.30,133.54,1301.19,1979.95,1456.81,239.60,1244.32,2065.25,6684.71,387.04,5997.64,7419.19,1254.88,484.64,825.07,2420.07,1228.08,144.05,1111.56,1706.68,1116.17,463.10,712.74,2398.80,1228.80,132.06,1113.24,1703.81
30000,100,2256173.45,57191.18,2222117.02,2389052.11,2191031.60,13593.67,2182162.61,2229019.20,2343.90,186.52,2138.34,3094.18,2265.29,173.07,2049.48,3147.52,42178.44,1111.17,40373.73,48979.51,1875.89,829.54,1089.48,4570.61,2145.97,264.37,1828.21,2941.11,1746.99,936.00,997.76,4611.94,2058.87,228.31,1833.80,2815.05
