n,overlap,original,original_std,original_min,original_max,compose,compose_std,compose_min,compose_max,linq,linq_std,linq_min,linq_max,hashset,hashset_std,hashset_min,hashset_max,frozenset,frozenset_std,frozenset_min,frozenset_max,par_std,par_std_std,par_std_min,par_std_max,par_hashset,par_hashset_std,par_hashset_min,par_hashset_max,par_std_partition,par_std_partition_std,par_std_partition_min,par_std_partition_max,par_hashset_partition,par_hashset_partition_std,par_hashset_partition_min,par_hashset_partition_max
600,90,553.32,2.28,549.17,556.97,535.15,1.42,533.49,537.40,25.68,3.16,21.81,33.97,19.52,0.59,18.97,23.65,107.43,2.36,103.63,126.60,1988.04,477.89,1696.18,3695.90,59.07,6.38,48.49,89.67,1817.46,260.30,1636.85,3066.88,63.34,8.61,44.04,85.87
700,90,753.62,3.61,749.93,760.79,714.10,24.94,689.57,763.47,28.09,3.28,24.65,37.61,21.69,0.54,21.18,25.63,406.23,9.00,393.90,484.59,2011.53,565.32,1674.59,4114.01,48.84,4.38,41.15,65.04,1856.81,333.53,1660.46,3615.11,76.21,10.28,50.49,110.22
800,90,978.70,4.50,974.76,989.90,951.67,2.59,949.17,956.44,33.60,3.84,29.89,45.13,26.06,0.66,25.48,30.18,454.44,9.07,440.08,497.27,2066.94,672.48,1672.34,5051.50,51.15,4.41,43.67,68.75,1865.09,312.18,1671.95,3602.77,71.76,9.81,49.12,99.26
900,90,1243.48,11.81,1212.95,1255.38,1196.91,4.05,1191.33,1205.89,37.24,3.66,33.22,47.07,29.18,0.61,28.53,32.90,494.93,8.22,485.31,554.11,2161.84,749.63,1686.00,4443.63,61.25,5.60,52.06,86.61,1903.51,392.66,1669.12,3669.31,82.77,10.96,55.44,124.43
1000,90,1506.41,30.73,1443.43,1526.46,1477.06,3.48,1473.02,1483.21,41.74,4.22,37.38,53.36,32.62,0.78,31.85,37.11,531.04,5.41,522.28,565.41,2145.02,740.27,1683.78,5673.45,84.77,16.92,54.26,156.02,1907.97,410.56,1669.74,4332.94,99.89,12.49,67.26,138.91
2000,90,6293.17,13.58,6271.36,6309.79,5898.42,20.38,5877.78,5951.23,82.62,7.05,76.73,106.26,66.09,1.13,64.78,71.60,807.72,18.44,790.51,1036.05,3110.08,1430.76,1736.32,5550.65,142.86,7.10,126.41,164.27,2182.99,720.26,1711.10,5303.04,127.39,10.57,102.74,172.82
3000,90,14045.66,12.60,14018.04,14059.12,13126.65,11.87,13111.31,13145.13,125.49,6.79,119.14,156.17,103.66,2.92,100.23,123.30,1008.88,28.23,992.73,1243.67,3756.76,1690.02,1767.94,8317.98,193.45,19.50,172.32,468.68,2531.72,1032.89,1724.51,6057.24,190.40,24.05,154.82,474.54
4000,90,23346.79,43.45,23301.73,23425.28,23210.10,813.17,22563.11,24178.31,165.46,7.75,158.08,208.65,144.04,3.82,139.91,171.60,1412.12,27.75,1393.86,1624.56,4661.83,1738.27,1873.66,7510.44,254.04,21.23,224.45,537.42,2906.83,1196.98,1765.35,5318.69,230.29,25.74,200.01,510.76
5000,90,37451.05,33.03,37411.48,37513.48,39361.46,20.56,39328.39,39394.75,269.04,69.54,248.49,767.85,243.46,70.46,224.47,743.00,1812.53,133.29,1735.29,2265.48,5660.37,1668.87,2339.93,8327.59,368.99,189.87,293.86,1863.62,3251.93,1357.71,1768.59,6157.18,313.50,131.96,258.24,1316.81
6000,90,57408.43,36.30,57375.24,57498.67,57009.33,59.05,56964.53,57146.96,313.18,74.84,272.24,785.24,284.27,74.06,247.94,752.20,1976.85,150.04,1892.19,2450.21,6454.88,1951.65,3262.77,12573.94,419.56,191.50,349.67,1800.94,3625.29,1485.63,1816.12,6608.61,390.05,156.26,314.96,1443.14
7000,90,80970.37,52.86,80885.26,81079.50,77204.69,80.35,77062.77,77325.38,389.33,81.52,344.72,893.13,365.53,80.89,323.75,864.09,2341.33,143.68,2203.47,2762.80,7355.41,2371.46,4103.99,14510.08,480.26,197.29,389.26,1899.51,3892.36,1577.82,1874.52,7260.11,456.66,181.18,384.69,1701.22
8000,90,103477.93,1218.28,101526.58,104675.44,94954.12,77.13,94841.14,95076.22,428.53,86.06,380.81,905.71,400.59,85.19,356.33,872.73,2384.22,163.00,2207.34,2755.86,8025.06,2590.66,4498.49,15213.06,546.47,218.04,445.18,1807.16,4194.76,1653.95,1968.98,7846.73,527.08,209.09,435.74,1732.73
9000,90,138089.82,47.95,138025.85,138193.70,131468.52,75.99,131383.67,131604.36,515.01,103.23,452.53,1007.96,485.37,101.97,428.35,980.46,2735.21,231.44,2562.72,3269.76,8820.38,2855.64,5191.34,16084.69,624.47,295.63,512.49,2254.08,4486.47,1693.31,2078.37,7548.50,605.90,246.43,498.79,1919.43
10000,90,169467.65,57.73,169398.02,169587.37,163387.72,84.88,163299.51,163530.70,589.09,149.15,532.62,1101.93,594.08,135.69,498.53,1049.03,3015.90,259.25,2834.20,3589.92,9548.49,3048.31,5601.52,16583.31,744.80,387.50,580.84,2085.18,4734.37,1732.96,2177.28,8341.96,573.26,208.70,485.05,1353.95
20000,90,730370.74,2664.61,728178.63,733985.02,727669.26,482.31,727074.19,728591.50,1317.66,215.71,1175.72,1929.54,1251.06,220.16,1119.47,1760.40,5907.96,503.21,5393.88,6582.81,13842.35,5755.76,7128.87,29514.43,1404.96,321.31,1139.98,2306.98,6550.82,1982.53,2783.70,12391.28,1347.00,267.71,1120.62,2238.01
30000,90,1673453.48,12249.60,1660983.57,1687176.36,1667396.83,414.43,1666868.43,1668320.44,1920.23,170.17,1812.48,2890.35,1928.85,276.52,1741.09,2617.82,36607.06,345.09,35796.60,37485.18,18797.96,8057.29,8645.70,30052.64,2388.06,572.44,1755.18,3704.57,7560.43,2495.89,3752.42,20524.46,2290.21,473.48,1686.34,3634.34
10,100,0.63,1.08,0.27,3.70,0.29,0.02,0.27,0.32,0.52,0.17,0.45,1.90,0.43,0.12,0.38,1.40,1.02,0.77,0.66,3.86,1706.34,48.88,1606.94,2149.54,36.19,6.39,23.43,54.71,1704.14,48.22,1622.48,2226.65,37.71,5.90,25.98,55.67
20,100,1.08,0.75,0.80,3.23,0.85,0.05,0.82,0.98,1.09,0.48,0.88,3.10,0.96,0.48,0.76,3.06,3.00,0.87,2.34,5.60,1703.31,61.03,1600.11,2317.18,35.28,5.34,24.29,50.63,1696.82,57.76,1596.41,2283.05,30.45,4.95,20.97,47.39
30,100,1.90,0.51,1.72,3.36,2.02,0.78,1.76,4.25,1.51,0.61,1.21,3.70,1.29,0.55,1.03,3.42,2.42,0.69,1.98,4.90,1697.69,72.38,1594.91,2344.00,29.15,4.73,19.27,43.11,1701.35,75.06,1593.79,2450.90,31.11,5.16,20.65,49.19
40,100,2.72,0.20,2.63,3.30,2.73,0.12,2.65,3.05,1.92,0.50,1.59,3.73,1.61,0.50,1.35,3.68,11.25,0.94,9.63,14.35,1706.32,79.36,1612.11,2468.21,31.14,4.83,21.90,45.96,1708.73,65.12,1607.93,2279.92,28.97,5.29,18.50,44.69
50,100,4.07,0.29,3.96,4.88,4.26,0.71,3.97,6.27,2.40,0.71,1.94,4.69,2.08,0.74,1.64,4.63,12.02,1.09,10.30,15.91,1701.38,74.02,1603.54,2282.75,29.74,4.68,20.47,44.56,1709.88,75.46,1625.18,2399.14,31.21,4.71,21.85,46.27
60,100,5.70,0.27,5.54,6.31,5.90,0.96,5.53,8.62,2.97,0.95,2.32,5.63,2.26,0.69,1.95,5.47,14.94,1.36,12.68,19.07,1711.61,89.58,1616.82,2503.04,28.81,4.69,19.37,42.58,1713.50,78.97,1617.46,2337.81,32.64,5.01,23.17,47.73
70,100,7.84,0.90,7.45,10.38,8.53,1.58,7.48,11.14,3.70,1.20,2.70,6.53,3.12,1.13,2.28,5.79,15.66,1.71,13.45,20.42,1727.05,131.05,1620.88,2611.38,35.79,5.27,25.76,52.82,1702.95,78.20,1603.15,2333.04,33.71,5.34,24.59,52.30
80,100,9.97,0.74,9.65,12.04,10.63,1.46,9.71,13.07,4.12,1.11,3.11,6.61,3.63,1.11,2.62,6.00,17.92,1.79,16.28,23.70,1720.97,108.29,1609.21,2534.18,28.31,4.45,18.98,42.39,1710.66,87.90,1611.09,2393.52,31.42,4.70,22.79,47.07
90,100,12.71,1.01,12.05,14.41,12.73,1.11,12.14,14.85,4.49,1.07,3.46,6.95,3.91,1.07,2.90,6.14,17.20,1.60,15.70,21.76,1724.61,107.54,1622.04,2608.60,31.66,4.61,23.01,46.11,1713.04,97.66,1605.25,2521.37,29.64,4.90,20.68,46.10
100,100,15.07,0.39,14.86,15.86,15.07,0.24,14.93,15.66,4.70,0.91,3.85,7.08,3.77,0.77,3.21,6.13,18.49,1.58,16.42,23.63,1727.19,122.03,1612.63,2594.40,29.84,4.44,20.73,43.78,1724.86,108.49,1621.73,2586.07,29.70,4.64,21.07,45.02
200,100,57.67,0.65,57.04,58.74,59.55,3.63,57.70,69.60,9.44,1.00,7.91,13.23,7.09,0.89,6.33,10.52,30.49,1.55,29.40,38.37,1770.73,205.93,1629.74,2806.95,45.30,6.12,31.02,61.89,1734.46,145.92,1621.56,2709.97,37.01,5.09,27.49,51.08
300,100,128.87,1.68,127.11,132.97,128.95,2.72,124.20,132.67,14.79,1.60,11.74,18.77,9.86,0.58,9.44,13.69,41.48,0.79,40.86,46.82,1805.05,263.94,1652.13,3568.88,35.04,4.41,27.21,50.44,1751.76,160.04,1625.75,2664.17,44.74,6.24,32.54,63.41
400,100,226.51,1.92,224.48,229.65,219.76,1.37,218.08,222.33,17.84,1.93,15.11,23.24,13.74,1.39,12.75,19.41,54.11,1.11,52.78,60.03,1830.27,294.43,1651.71,3170.08,43.05,4.35,34.85,58.40,1776.19,195.96,1643.71,2849.43,56.85,7.60,42.15,77.98
500,100,351.36,2.61,348.58,356.19,341.23,1.35,338.23,343.10,21.88,2.02,18.56,27.86,16.36,0.84,15.86,21.47,91.34,1.95,88.70,100.83,1892.70,378.30,1672.11,3525.99,43.92,4.02,37.25,57.52,1794.70,216.06,1656.31,3438.70,53.42,8.59,37.03,77.21
600,100,505.09,2.59,500.60,508.16,491.95,2.19,489.59,495.51,26.87,3.04,22.55,34.87,22.25,0.56,21.70,26.34,85.72,1.55,83.87,94.76,1941.61,453.31,1672.33,4513.58,65.59,7.55,48.87,107.24,1818.41,270.05,1647.04,3401.59,63.86,8.56,45.42,88.76
700,100,684.85,4.11,679.89,692.27,664.25,2.39,661.46,667.97,30.43,3.47,26.68,39.76,23.04,0.51,22.55,26.33,422.12,5.81,416.09,485.89,1999.49,531.71,1679.32,3808.67,52.16,4.63,44.59,68.98,1845.41,318.35,1654.25,3454.46,79.30,8.57,57.84,104.41
800,100,894.97,3.66,891.16,903.97,864.59,2.05,861.60,867.85,34.41,3.84,30.44,44.10,26.27,0.59,25.72,30.34,461.25,7.19,451.74,521.52,2039.32,563.56,1690.39,3920.81,78.08,17.69,51.17,122.70,1859.84,321.76,1662.60,3425.14,71.09,10.04,47.07,96.27
900,100,1128.73,2.22,1125.84,1131.99,1122.85,3.63,1119.96,1129.31,39.05,3.59,35.19,49.20,30.35,0.73,29.70,34.69,509.63,6.97,500.91,579.63,2108.43,668.71,1682.05,4139.29,67.50,7.42,55.64,93.77,1884.45,354.49,1664.87,3459.74,89.19,11.69,63.67,134.87
1000,100,1393.90,11.86,1362.87,1406.34,1380.25,2.08,1378.42,1385.15,43.72,4.36,39.26,56.11,33.84,0.75,33.06,38.40,560.96,6.46,548.33,598.38,2145.81,757.65,1688.70,5815.19,103.99,10.81,67.14,148.17,1909.79,393.68,1679.14,4019.73,95.80,11.40,75.40,136.82
2000,100,5376.19,11.74,5360.57,5398.56,5382.27,6.99,5374.50,5392.37,84.26,5.18,79.20,100.19,68.53,1.62,66.42,74.84,803.59,19.42,787.72,1025.43,2952.59,1315.76,1737.78,5341.37,150.18,7.55,132.80,178.44,2147.63,655.39,1710.18,5100.39,135.14,9.50,112.78,175.74
3000,100,12306.01,16.70,12291.71,12347.44,13285.77,8.59,13272.13,13295.75,132.82,7.54,126.14,164.48,109.84,2.30,107.14,121.64,1071.30,26.95,1052.32,1305.51,3688.79,1565.58,1782.75,6674.77,200.25,22.30,178.56,506.50,2483.30,938.19,1739.01,4868.34,208.06,26.55,165.34,507.55
4000,100,21508.54,13.31,21483.77,21530.35,21455.59,18.78,21418.66,21489.95,178.03,8.39,171.39,219.58,158.02,3.78,152.82,178.67,1493.62,34.57,1471.32,1723.70,4516.29,1712.12,1876.91,7442.01,239.61,24.44,206.05,535.99,2918.93,1246.28,1776.94,5304.49,222.73,27.85,192.23,528.12
5000,100,34896.82,31.54,34848.47,34938.58,33561.66,14.82,33531.07,33579.45,273.03,70.50,251.68,769.91,245.25,69.81,226.13,736.45,1818.44,132.83,1741.90,2277.86,5573.24,1678.77,2192.95,8165.12,357.80,156.64,281.90,1560.24,3191.19,1308.36,1791.04,5846.31,323.48,144.30,267.42,1428.48
6000,100,51133.73,27.76,51099.17,51177.64,51845.10,33.54,51804.79,51909.41,324.92,76.40,281.19,807.57,298.39,74.49,258.33,771.50,1984.49,151.16,1875.90,2457.15,6371.53,1921.23,3228.15,12535.33,451.03,194.68,380.04,1832.94,3601.87,1472.51,1825.37,6485.01,401.65,160.93,329.25,1490.94
7000,100,69939.51,31.74,69904.37,69995.53,66009.05,36.90,65938.67,66063.44,389.19,78.91,342.69,877.38,365.17,78.30,320.90,847.00,2284.35,137.58,2147.74,2684.14,7351.90,2357.60,4042.61,14683.26,486.44,191.27,407.08,1824.73,3887.34,1572.08,1889.79,7090.62,455.92,169.71,374.61,1579.51
8000,100,92353.24,25.58,92312.10,92381.09,85952.69,55.24,85878.40,86038.37,436.43,85.60,381.81,911.39,405.00,84.61,357.02,873.21,2397.04,155.87,2210.70,2753.61,7981.27,2592.11,4581.61,15182.94,559.99,231.58,464.68,1897.39,4297.80,1669.89,2005.95,7595.06,546.67,195.04,450.46,1684.44
9000,100,117881.89,32.73,117809.40,117916.79,110529.11,347.63,110288.82,111472.42,491.14,129.52,439.34,940.10,458.74,131.93,409.55,913.32,2661.55,227.68,2473.48,3190.21,8725.12,2808.41,5292.32,15835.45,721.34,356.55,552.45,2007.61,4518.63,1651.10,2135.69,7740.29,680.35,296.85,531.00,1758.33
10000,100,154392.58,110.82,154279.43,154642.00,145141.55,202.19,144862.21,145615.33,580.48,143.64,525.15,1084.69,608.88,136.96,500.38,1061.84,3026.49,255.40,2823.96,3569.28,9287.10,2941.35,5503.36,16580.19,746.84,369.13,586.36,2105.20,4706.79,1695.98,2200.99,8300.63,718.15,343.03,561.31,1893.03
20000,100,649102.85,9240.11,639062.83,659257.51,642743.16,803.71,642004.99,644303.22,1428.18,459.55,1181.24,2560.03,1262.83,246.71,1115.36,1860.17,5644.19,296.19,5262.80,6323.32,13906.66,5723.69,7422.88,29462.30,1402.61,314.86,1158.02,2357.92,6435.24,1959.05,2750.84,11547.34,1351.37,292.20,1115.17,2323.24
30000,100,1515952.31,1893.85,1513700.55,1518226.39,1485416.83,514.42,1484567.29,1486140.64,1979.86,150.25,1846.99,2361.49,1870.65,152.18,1740.06,2251.07,34867.06,335.75,34095.43,35722.77,19005.65,8300.45,8366.60,39859.51,2459.84,598.80,1863.28,3883.14,7616.52,2235.05,3894.89,19740.74,2321.65,455.05,1738.89,3795.60
