n,overlap,original,original_std,original_min,original_max,compose,compose_std,compose_min,compose_max,linq,linq_std,linq_min,linq_max,hashset,hashset_std,hashset_min,hashset_max,frozenset,frozenset_std,frozenset_min,frozenset_max,par_std,par_std_std,par_std_min,par_std_max,par_hashset,par_hashset_std,par_hashset_min,par_hashset_max,par_std_partition,par_std_partition_std,par_std_partition_min,par_std_partition_max,par_hashset_partition,par_hashset_partition_std,par_hashset_partition_min,par_hashset_partition_max
7000,30,126661.69,48.91,126574.62,126717.01,116786.06,53.89,116683.92,116882.43,399.26,86.49,372.44,953.92,363.80,87.10,338.49,920.37,2326.93,167.03,2249.97,2840.32,7184.47,2260.88,3881.58,14514.64,445.85,195.93,372.61,1688.69,3749.90,1537.08,1789.62,6812.88,430.33,187.21,359.97,1658.28
8000,30,161044.85,122.35,160954.66,161368.14,151014.30,73.62,150901.51,151126.67,439.68,95.05,411.42,976.74,405.79,95.10,379.60,944.81,2436.95,196.67,2325.14,2911.97,8062.38,2704.87,4556.82,15721.33,488.16,214.81,420.68,1771.86,4168.96,1660.91,1913.30,7604.28,498.48,228.65,405.54,1800.96
9000,30,212104.50,85.87,211958.18,212225.66,194220.65,103.25,194101.29,194400.97,493.10,110.31,458.46,1042.72,465.16,109.58,431.28,1010.55,2618.54,255.50,2424.97,3202.48,8966.02,3046.42,4971.80,16507.48,575.37,261.31,490.86,2021.66,4336.89,1682.13,1966.01,7699.71,577.15,278.86,469.40,2001.90
10000,30,268942.14,142.29,268677.13,269168.63,251909.68,91.83,251782.31,252072.75,582.02,118.44,508.92,1171.88,546.23,119.96,512.46,1145.57,3090.46,217.27,2941.28,3561.94,9485.74,2900.63,5579.16,16197.30,624.88,269.76,519.33,2099.16,4460.77,1711.07,2021.48,7634.12,614.11,273.66,513.41,2016.81
20000,30,1095854.08,711.72,1094931.53,1097029.75,1090597.18,352.27,1089860.64,1091006.66,1152.43,216.73,1054.01,1850.91,1088.06,166.14,1008.18,1614.54,5567.83,376.25,5143.47,6419.15,16029.84,9025.53,6993.64,31138.92,1284.87,645.67,1001.92,3394.42,5716.10,1840.31,2473.92,8754.93,1280.05,631.48,1004.75,3356.39
30000,30,2501368.91,45588.02,2474816.84,2586887.48,2541065.86,117.28,2540897.78,2541245.30,1921.00,362.76,1676.00,3094.89,1777.16,245.92,1656.97,2625.02,36507.01,379.68,35412.57,37456.96,19451.23,7957.08,8833.00,30903.06,1941.35,344.83,1613.48,3024.91,7078.67,2137.28,3283.71,22536.38,1720.68,299.82,1498.75,2656.79
10,40,0.42,0.19,0.35,0.95,0.35,0.01,0.34,0.38,0.47,0.14,0.42,1.48,0.43,0.27,0.37,3.34,0.96,0.31,0.79,3.35,1694.14,49.56,1603.95,2209.51,31.45,5.12,20.34,46.22,1703.08,50.56,1601.59,2197.86,28.96,4.83,18.78,43.64
20,40,1.14,0.02,1.13,1.18,1.16,0.01,1.14,1.18,0.89,0.39,0.74,2.91,0.79,0.39,0.65,2.80,1.85,0.74,1.36,4.20,1698.05,56.14,1604.05,2213.97,26.26,4.45,17.15,39.92,1699.38,57.96,1605.93,2236.01,39.69,5.57,28.49,56.58
30,40,2.56,0.80,2.29,4.83,2.32,0.02,2.30,2.35,1.35,0.63,1.08,3.80,1.25,0.73,0.94,4.04,9.65,1.18,8.01,12.16,1701.20,78.68,1597.90,2481.72,33.03,5.12,22.07,47.88,1697.85,64.58,1599.29,2381.55,33.24,5.35,23.28,48.30
40,40,4.10,0.79,3.82,6.33,4.17,0.99,3.85,6.98,1.75,0.73,1.40,4.26,1.60,0.79,1.24,4.32,11.65,1.19,9.83,14.81,1695.93,81.25,1599.81,2455.32,32.00,4.90,21.50,46.47,1693.38,63.91,1600.58,2295.29,31.37,5.40,20.53,49.41
50,40,6.66,1.33,5.98,9.91,6.05,0.08,6.01,6.27,2.15,0.74,1.73,4.56,1.99,0.85,1.52,4.70,12.41,1.05,10.63,15.86,1703.20,91.75,1603.25,2531.60,34.39,5.54,23.56,51.67,1696.88,75.76,1598.20,2340.07,28.39,4.81,19.36,42.99
60,40,8.72,0.46,8.54,10.04,8.83,0.61,8.61,10.57,2.44,0.64,2.06,4.55,2.23,0.69,1.82,4.74,13.31,0.87,12.37,17.34,1712.64,95.73,1609.83,2514.91,28.55,4.82,18.05,44.06,1701.65,83.43,1603.50,2427.96,29.97,5.03,20.38,46.85
70,40,11.62,0.70,11.38,13.61,11.79,1.03,11.46,14.71,2.88,0.82,2.40,5.72,2.60,0.81,2.14,5.36,16.48,1.45,14.28,20.83,1711.50,107.43,1610.02,2511.78,39.64,5.02,28.11,55.04,1710.88,80.50,1608.92,2405.11,32.45,4.86,23.15,46.31
80,40,15.62,0.59,15.39,17.30,16.12,1.16,15.50,18.74,3.36,0.92,2.74,5.78,3.06,0.99,2.42,5.53,19.24,1.96,16.48,23.95,1716.45,111.67,1609.25,2729.86,32.43,5.05,22.10,47.82,1710.64,88.29,1608.67,2479.81,35.47,4.98,26.13,50.84
90,40,19.23,1.85,18.59,24.50,18.95,0.78,18.65,21.17,3.77,0.89,3.07,6.33,3.46,0.98,2.73,6.09,16.81,1.42,15.12,21.03,1711.21,111.31,1602.96,2742.54,28.68,4.42,19.89,43.05,1719.64,102.72,1623.08,2527.90,33.34,5.17,24.15,50.31
100,40,22.77,1.81,22.17,27.91,22.69,1.29,22.25,26.37,4.26,1.05,3.43,6.74,3.93,1.13,3.05,6.36,18.39,1.70,16.50,23.82,1720.75,121.98,1609.29,2581.49,33.15,4.89,23.86,47.07,1718.22,106.84,1616.63,2619.29,33.50,4.91,24.98,49.77
200,40,91.83,1.93,90.41,95.70,93.11,1.43,91.90,95.79,8.91,1.20,6.88,10.87,7.63,0.98,5.88,9.66,30.13,1.56,29.10,38.33,1766.81,238.97,1623.32,2956.52,35.33,4.65,25.80,50.09,1735.82,149.91,1621.71,2757.10,33.91,5.12,24.83,52.41
300,40,202.18,1.86,200.36,205.24,200.55,2.35,198.33,204.86,12.04,1.30,9.65,15.91,9.46,0.92,8.82,13.76,41.57,2.77,39.83,53.12,1783.10,225.36,1632.02,2907.28,32.07,4.21,23.91,45.57,1749.74,162.06,1628.37,2703.41,41.03,6.48,28.83,60.10
400,40,356.88,2.77,353.92,363.13,347.77,2.53,343.93,351.79,15.62,1.71,13.18,21.11,13.32,1.63,11.67,17.43,51.39,1.07,50.41,58.10,1832.25,294.48,1634.76,3168.39,37.30,4.49,28.91,52.15,1769.75,183.30,1633.80,2826.03,45.96,6.77,32.15,65.81
500,40,559.05,2.09,556.58,562.50,552.40,2.77,548.85,557.87,18.90,2.00,16.68,23.58,16.67,1.74,14.79,21.62,83.92,1.61,82.73,96.64,1892.61,398.14,1663.48,3483.12,50.35,5.19,39.68,65.02,1797.50,227.27,1638.04,2900.79,59.97,7.39,43.51,82.25
600,40,797.52,3.22,793.46,804.41,796.31,2.94,793.64,803.39,22.64,2.25,20.11,28.08,19.57,1.91,17.90,25.06,239.27,14.72,213.29,305.66,1933.54,457.62,1659.92,3551.61,44.05,4.57,35.57,58.54,1816.10,260.36,1651.70,3302.07,55.98,7.59,38.63,76.62
700,40,1090.66,2.45,1087.98,1094.09,1079.01,1.49,1078.18,1083.18,27.21,2.89,23.43,34.23,21.37,0.45,20.98,24.76,418.14,4.18,411.41,444.26,1978.43,509.98,1662.08,3848.84,46.22,4.31,38.00,58.43,1845.06,304.94,1651.66,3535.68,60.20,9.91,38.95,84.50
800,40,1401.36,14.26,1365.79,1412.43,1391.49,2.24,1389.53,1396.24,30.48,3.07,27.04,37.95,24.59,0.59,24.07,28.78,486.36,6.96,471.16,521.40,2022.10,563.29,1662.61,3906.95,54.09,4.64,45.88,69.48,1854.34,321.52,1646.40,3470.20,75.94,10.42,50.25,99.92
900,40,1783.08,10.10,1771.79,1798.20,1788.04,3.86,1779.72,1793.09,35.15,3.18,30.93,43.60,28.49,1.03,27.74,35.36,506.80,11.65,465.08,547.19,2091.94,656.55,1675.05,4086.20,70.15,13.37,52.79,111.86,1882.11,362.60,1657.03,3440.84,78.67,9.79,55.82,103.27
1000,40,2161.69,41.55,2105.10,2209.63,2151.04,3.49,2148.03,2159.40,37.04,3.58,33.27,47.29,30.82,1.95,29.66,39.76,530.92,6.45,522.22,576.81,2154.42,785.77,1666.14,5846.26,55.22,4.63,46.15,70.34,1897.13,405.35,1656.09,3973.98,75.13,10.41,52.67,101.45
2000,40,8713.28,8.39,8698.68,8727.68,8720.13,7.88,8711.56,8736.76,75.81,6.92,69.73,95.69,63.80,1.09,62.49,68.88,819.53,16.40,807.53,1048.84,3097.47,1415.60,1741.54,5412.25,143.47,9.82,122.66,171.33,2163.34,686.61,1709.47,4401.43,132.75,8.88,113.44,160.89
3000,40,19231.96,24.03,19202.72,19292.45,19224.89,29.36,19199.39,19302.69,115.17,9.47,108.44,146.56,98.40,2.19,95.95,113.33,1021.78,23.31,1009.88,1232.32,3472.57,1488.65,1778.46,6502.19,183.03,12.73,154.89,222.25,2426.01,925.24,1707.24,4882.24,167.97,9.89,143.98,210.73
4000,40,35144.59,28.68,35112.98,35177.12,34255.64,16.39,34229.71,34282.34,168.55,9.14,158.49,201.52,143.41,3.62,139.11,165.35,1495.52,29.60,1469.60,1718.30,4551.30,1703.48,1881.42,7413.78,218.18,10.92,189.09,292.00,2769.09,1181.03,1735.14,5274.24,208.33,16.57,180.37,493.44
5000,40,56642.09,37.37,56600.16,56704.95,54612.35,31.15,54574.34,54676.71,267.59,76.42,241.53,792.25,235.50,73.22,214.83,768.24,1901.80,144.36,1790.78,2407.12,5467.17,1702.62,2063.10,8212.57,351.59,166.38,296.99,1563.73,3066.78,1302.92,1733.32,5845.73,318.63,151.09,267.70,1420.29
6000,40,84988.16,37.09,84943.01,85034.29,80522.36,49.77,80454.37,80598.93,333.14,85.05,297.10,866.52,299.81,85.01,265.89,835.87,2054.64,176.66,1936.57,2577.72,6344.48,1862.99,3164.96,12552.39,382.65,196.13,314.85,1626.04,3504.69,1468.84,1795.83,6530.72,370.72,171.56,305.18,1457.89
7000,40,116574.47,65.63,116465.88,116711.46,109884.89,39.51,109828.68,109950.35,392.15,85.65,353.41,942.70,367.31,85.49,328.31,916.78,2316.84,155.12,2243.16,2791.10,7202.72,2315.07,3898.39,14890.11,444.61,194.76,375.49,1707.87,3746.80,1515.61,1809.13,6784.44,448.16,200.05,378.99,1751.25
8000,40,162468.22,114.34,162290.71,162741.69,150956.94,80.95,150790.16,151100.04,474.35,102.51,421.53,1046.45,430.33,99.33,384.30,991.54,2583.83,190.60,2471.17,3043.95,8150.72,2731.94,4640.07,15704.33,520.80,221.00,445.92,1873.07,4167.15,1664.12,1925.15,7465.97,505.70,235.47,422.83,1858.49
9000,40,194801.06,82.06,194693.83,194974.82,184031.04,73.41,183937.00,184126.10,494.38,107.16,438.71,1025.71,463.45,107.00,409.26,994.69,2634.16,249.37,2451.34,3186.15,9201.57,3025.46,5126.71,16040.89,584.97,270.59,489.05,2051.57,4409.99,1701.42,2041.13,7718.90,579.72,271.76,476.06,1969.60
10000,40,260513.09,317.38,260229.08,261358.02,243556.04,163.77,243367.69,243810.00,599.73,119.94,543.12,1195.42,571.12,120.41,514.18,1168.68,3029.68,257.63,2870.41,3588.25,9508.77,2985.80,5577.50,16175.02,623.23,271.08,509.82,2085.99,4535.50,1728.62,2039.70,7968.11,636.09,291.74,526.72,2129.82
20000,40,1058239.24,208.70,1057829.61,1058447.39,1029290.66,849.92,1028356.85,1030764.60,1251.11,233.62,1139.95,2012.32,1186.24,181.58,1110.68,1778.22,5539.55,335.60,5150.92,6352.91,16730.69,9264.30,7112.95,31358.41,1328.73,643.09,1038.82,3492.87,5824.07,1863.29,2424.95,8878.21,1316.88,608.09,1022.49,3344.61
30000,40,2349486.74,4160.41,2344884.00,2355142.42,2433289.87,291.55,2432878.32,2433793.48,1915.59,276.56,1671.79,3047.58,1784.89,147.33,1675.29,2355.27,34858.51,462.07,33686.88,36345.89,19300.75,8122.67,8492.28,30131.13,2019.14,452.10,1602.80,3336.17,7056.21,1922.38,3457.29,16193.37,1954.22,398.95,1619.08,3235.92
10,50,0.46,0.27,0.35,1.21,0.37,0.01,0.36,0.38,0.53,0.29,0.45,3.31,0.44,0.11,0.40,1.44,1.40,1.61,0.77,9.69,1692.23,47.99,1603.05,2150.73,29.52,4.64,19.35,42.87,1702.07,59.70,1612.14,2374.14,30.86,4.65,20.21,45.26
20,50,1.00,0.01,0.98,1.02,1.00,0.01,0.98,1.02,0.96,0.50,0.77,3.23,0.86,0.52,0.67,3.11,2.49,0.87,1.83,4.75,1697.58,56.61,1596.13,2254.65,31.14,4.86,21.04,45.97,1701.71,56.71,1617.55,2268.49,28.75,4.95,18.53,43.77
30,50,2.24,0.50,2.05,3.65,2.08,0.01,2.06,2.09,1.31,0.46,1.10,3.29,1.16,0.45,0.96,3.17,8.97,0.75,8.30,11.91,1705.52,68.90,1612.61,2359.80,27.76,4.62,17.75,42.24,1705.67,57.03,1612.91,2244.46,31.71,5.12,20.87,46.87
40,50,3.94,0.51,3.77,5.40,3.92,0.29,3.82,4.74,1.76,0.60,1.45,3.90,1.60,0.66,1.27,3.97,10.39,1.03,8.84,13.28,1710.82,83.76,1603.89,2507.31,33.69,5.40,22.63,52.20,1705.40,69.46,1606.36,2330.17,29.00,5.09,18.97,44.34
50,50,5.64,0.06,5.60,5.80,5.70,0.05,5.64,5.77,2.15,0.69,1.76,4.84,1.96,0.78,1.54,4.76,11.60,1.05,9.52,14.70,1722.77,110.33,1624.93,2568.42,30.22,4.55,21.12,43.19,1702.51,78.60,1607.29,2426.45,28.00,5.02,17.90,42.85
60,50,7.71,0.42,7.56,8.89,7.63,0.02,7.60,7.67,2.46,0.62,2.09,4.74,2.25,0.72,1.84,4.81,13.93,1.05,12.26,17.63,1719.13,93.68,1623.34,2528.24,29.63,4.53,20.27,42.01,1709.36,83.10,1613.29,2373.07,30.87,4.77,21.72,45.53
70,50,10.75,0.78,10.49,12.98,10.88,1.11,10.51,14.03,3.05,0.84,2.47,5.33,2.76,0.89,2.18,5.24,14.62,1.37,13.16,19.75,1706.67,98.56,1597.54,2427.69,31.77,4.45,22.43,44.82,1710.69,83.74,1615.28,2410.41,29.77,4.87,20.47,46.07
80,50,14.20,1.25,13.76,17.75,14.22,0.85,13.83,16.44,3.41,0.84,2.79,5.85,2.78,0.60,2.41,5.16,18.30,1.49,15.91,22.34,1716.32,105.15,1618.61,2560.44,31.96,4.58,22.71,46.50,1715.51,96.92,1619.52,2530.77,36.20,5.35,24.88,53.36
90,50,17.81,0.41,17.64,18.96,17.99,0.83,17.70,20.35,3.79,0.84,3.14,6.09,3.08,0.60,2.70,5.40,17.91,1.51,15.50,22.31,1714.11,110.24,1612.28,2598.97,33.60,4.81,23.09,48.60,1716.84,90.39,1619.60,2430.29,32.52,5.00,23.68,48.76
100,50,22.69,1.61,21.74,26.54,22.30,1.17,21.80,25.52,4.35,1.08,3.50,6.97,3.93,1.09,3.08,6.36,19.68,1.70,18.15,25.11,1721.37,122.94,1612.40,2570.03,35.38,4.98,24.72,50.44,1721.82,102.73,1626.20,2549.68,33.15,5.05,24.37,51.63
200,50,85.75,0.82,85.17,87.47,85.30,0.65,84.94,87.09,8.41,1.19,6.90,11.26,6.83,1.05,5.69,9.31,30.91,2.63,28.87,39.96,1764.98,208.95,1633.38,2828.35,33.70,4.35,25.06,47.55,1738.88,144.17,1621.69,2713.75,36.18,5.37,26.62,54.14
300,50,193.72,1.58,191.70,196.14,185.16,2.42,182.99,190.16,13.02,1.58,10.53,17.31,10.66,1.56,9.18,15.15,40.67,0.91,39.93,46.58,1784.54,238.10,1631.15,3003.51,36.84,4.58,28.90,52.21,1751.89,169.69,1627.19,2782.18,46.12,5.48,34.44,65.86
400,50,334.61,2.55,331.91,339.41,325.24,1.44,323.05,327.32,16.54,1.63,13.60,20.61,12.60,0.95,11.99,16.98,52.31,1.78,51.00,64.88,1837.07,306.87,1656.64,3317.54,37.76,4.19,30.00,50.87,1774.53,195.99,1633.02,2801.10,47.24,7.02,32.66,67.65
500,50,522.22,2.71,519.04,525.81,507.20,2.01,505.06,510.67,19.35,2.02,16.60,25.01,16.44,1.71,14.87,20.79,69.65,1.36,68.50,78.84,1894.58,411.30,1657.96,3521.73,40.41,4.19,33.16,54.97,1795.27,230.29,1639.61,2875.37,53.56,7.35,36.80,73.82
600,50,745.33,2.06,742.64,748.77,795.70,2.26,792.86,799.86,23.33,2.55,20.50,30.56,19.30,1.77,18.12,26.18,115.16,3.53,112.54,148.23,1956.52,487.98,1662.44,3482.81,44.81,4.27,37.33,59.94,1812.71,251.99,1649.82,3068.03,56.60,8.78,37.18,82.41
700,50,1007.51,1.80,1004.75,1011.63,991.57,3.98,985.61,1001.26,27.12,2.73,23.91,34.58,21.68,0.87,21.14,27.44,438.68,5.74,430.34,481.21,1985.49,525.11,1672.55,3787.42,54.63,5.68,41.08,83.04,1841.65,291.92,1660.40,3528.93,60.30,9.76,38.48,84.10
800,50,1323.89,9.57,1311.63,1339.58,1324.27,4.05,1317.39,1327.90,31.21,3.10,27.69,39.19,25.20,0.59,24.64,28.93,479.50,6.45,466.76,543.75,2013.01,546.45,1673.73,3912.20,55.61,4.71,47.15,71.74,1857.04,320.16,1628.59,3373.55,77.96,9.92,54.76,102.99
900,50,1658.02,9.24,1643.85,1669.26,1663.00,5.07,1654.73,1668.41,35.17,3.32,31.34,44.06,28.41,0.61,27.91,32.34,521.39,6.00,514.18,568.26,2090.42,645.94,1667.81,4097.82,66.00,10.17,49.34,98.57,1886.03,369.56,1656.10,3492.25,72.44,10.53,50.40,102.11
1000,50,1995.03,29.31,1953.43,2049.89,2000.65,3.00,1996.91,2005.54,37.97,3.78,34.11,48.06,30.66,0.66,30.11,35.00,539.40,5.85,529.74,583.75,2139.51,741.21,1691.19,5678.37,58.48,5.68,48.48,83.56,1900.36,390.67,1667.37,3965.13,78.27,9.61,56.42,105.39
2000,50,8028.74,14.03,8010.44,8058.17,8027.03,7.20,8021.07,8044.54,77.37,7.07,70.15,96.32,63.27,1.38,61.95,72.02,815.16,19.72,789.84,1033.11,3323.11,1546.34,1757.80,5419.64,129.77,7.90,108.96,150.14,2152.64,673.51,1713.57,5247.95,129.96,9.07,106.94,158.13
3000,50,18541.54,18.89,18521.84,18578.79,18482.06,21.56,18461.54,18534.57,118.91,8.16,111.95,153.05,101.37,1.94,99.27,115.19,1064.33,24.93,1045.01,1289.32,3556.62,1521.33,1784.42,6578.60,171.88,8.61,152.73,257.16,2446.35,926.74,1728.91,4778.83,172.21,13.11,146.64,438.89
4000,50,32470.28,32.52,32443.49,32549.78,32027.76,17.97,32012.27,32076.61,170.26,9.11,156.77,206.77,142.43,3.11,138.68,159.77,1489.49,28.62,1473.46,1710.01,4573.20,1712.05,1849.22,7417.60,217.04,12.83,192.05,468.89,2884.58,1239.63,1748.70,5294.47,196.86,21.62,167.40,486.45
5000,50,55748.98,31.97,55712.18,55805.95,51640.50,37.89,51599.42,51710.68,270.76,72.90,246.27,793.07,240.81,75.08,218.86,769.09,1844.57,142.85,1761.13,2334.89,5418.15,1714.31,2088.06,8264.70,331.13,178.10,262.23,1599.91,3082.33,1295.15,1746.95,5894.11,311.09,150.50,257.09,1398.17
6000,50,80258.37,33.87,80199.95,80300.25,80158.23,39.71,80085.24,80211.83,320.88,79.94,277.45,828.83,298.01,78.78,258.85,798.85,2023.79,170.74,1916.84,2526.42,6210.44,1870.64,3099.44,12642.38,380.87,182.07,304.91,1561.86,3511.44,1459.95,1791.47,6501.98,376.66,179.88,302.27,1506.00
7000,50,110423.83,2308.22,106361.97,112893.23,108023.49,40.17,107969.63,108097.75,387.69,83.50,339.03,901.80,357.79,83.56,313.78,875.72,2301.65,150.63,2163.18,2744.17,7122.50,2215.40,3934.21,14410.54,450.10,202.58,375.59,1785.07,3822.17,1555.51,1855.90,6884.04,428.23,194.85,350.09,1712.33
8000,50,144945.18,108.43,144851.74,145176.32,142914.94,66.40,142813.71,143003.71,434.59,92.67,379.34,947.71,402.19,92.40,353.34,915.90,2479.84,167.50,2284.37,2866.71,8190.65,2844.14,4462.68,16360.22,518.00,213.40,427.29,1849.68,4130.73,1655.12,1864.21,7514.17,505.48,231.46,420.63,1836.57
9000,50,194555.12,72.44,194469.88,194672.74,189665.80,111.30,189501.21,189916.99,525.37,111.03,457.53,1063.98,495.65,110.29,433.70,1035.91,2839.14,253.48,2646.74,3442.27,8788.13,2883.20,5108.81,16574.74,605.49,297.91,490.16,2141.12,4434.87,1718.58,2010.79,7815.46,578.96,263.84,475.99,1947.90
10000,50,241623.09,58.40,241550.27,241720.80,226120.68,54.88,226071.42,226255.71,591.82,114.50,519.10,1143.00,556.85,114.58,490.56,1113.57,3007.14,245.08,2864.15,3539.28,9471.04,3012.51,5553.70,16453.11,683.62,292.08,574.49,2218.47,4513.69,1693.47,2083.39,7853.58,640.51,280.67,536.58,2078.86
20000,50,1002548.52,105.93,1002425.40,1002769.77,980535.41,582.17,979566.78,981531.17,1168.35,191.98,1060.76,2041.11,1178.95,245.86,1066.60,1823.04,5621.22,266.33,5248.23,6247.38,13032.33,4812.18,7402.44,29205.26,1192.91,191.40,1035.83,1921.95,5949.26,1905.61,2539.47,10105.35,1419.26,731.64,1044.12,3368.00
30000,50,2310641.02,1400.64,2309301.60,2314109.73,2246411.04,745.15,2245203.04,2247409.37,1926.20,258.82,1751.95,2901.68,1793.37,132.83,1702.04,2358.52,34448.63,378.27,33618.08,36102.87,19511.69,8064.87,8480.90,30999.88,2030.27,279.51,1635.25,2951.40,7031.87,2034.00,3531.73,19036.52,1849.23,293.01,1563.78,3027.02
10,60,0.40,0.21,0.32,0.98,0.33,0.01,0.32,0.35,0.51,0.18,0.45,1.85,0.46,0.19,0.39,1.85,1.09,0.53,0.83,4.11,1701.84,47.98,1608.60,2136.35,34.23,5.36,21.82,51.37,1695.06,49.58,1601.56,2284.65,33.65,5.11,23.61,49.80
20,60,1.04,0.09,0.99,1.28,1.04,0.08,1.00,1.27,1.02,0.63,0.78,3.66,0.94,0.70,0.68,3.85,2.26,1.25,1.39,5.20,1696.79,57.28,1593.85,2173.68,33.72,5.37,22.16,51.01,1695.83,54.99,1601.50,2250.51,26.82,4.67,17.46,41.92
30,60,2.55,1.73,1.96,7.48,2.01,0.02,1.99,2.07,1.33,0.42,1.12,3.18,1.20,0.48,0.97,3.31,8.74,0.82,7.88,11.08,1693.39,66.95,1597.54,2408.79,29.36,4.54,19.52,42.73,1700.07,56.53,1604.55,2181.03,32.02,4.69,22.64,46.77
40,60,3.52,0.07,3.47,3.72,3.76,0.73,3.50,5.83,1.86,0.78,1.46,4.32,1.68,0.82,1.26,4.36,11.46,1.10,9.70,14.72,1704.02,79.66,1596.61,2472.00,31.25,4.83,21.17,47.23,1702.12,76.80,1601.41,2452.78,30.75,5.05,21.13,48.09
50,60,5.60,0.69,5.35,7.55,5.70,0.92,5.39,8.33,2.22,0.76,1.79,4.57,2.01,0.82,1.56,4.73,11.70,1.03,9.75,14.83,1699.53,111.52,1597.53,2576.34,32.64,4.94,22.89,49.49,1698.36,71.10,1604.63,2327.61,28.66,5.14,18.52,45.31
60,60,7.57,0.18,7.47,8.04,7.75,0.58,7.51,9.36,2.65,0.75,2.14,5.06,2.36,0.76,1.88,4.95,14.16,1.25,12.29,18.11,1703.54,94.82,1602.93,2511.38,30.20,4.94,19.93,45.64,1705.00,86.52,1610.80,2397.70,35.72,5.11,25.94,53.12
70,60,10.27,0.42,10.06,11.08,10.39,0.57,10.07,11.72,3.00,0.73,2.51,5.48,2.70,0.79,2.20,5.33,15.08,1.33,13.64,19.52,1704.30,84.69,1610.57,2312.70,31.45,4.79,21.95,46.53,1700.19,83.76,1598.09,2405.78,29.44,4.83,19.73,44.66
80,60,13.58,0.64,13.32,15.38,13.68,1.10,13.31,16.81,3.51,0.95,2.81,6.35,2.80,0.72,2.44,5.87,17.74,1.53,15.44,21.97,1713.62,106.38,1614.92,2570.48,33.86,4.92,24.32,49.31,1708.02,86.09,1611.36,2416.23,32.34,4.72,23.49,48.43
90,60,16.94,0.64,16.64,18.55,17.42,1.19,16.68,19.83,4.00,1.05,3.18,6.52,3.63,1.09,2.78,6.08,16.66,1.77,14.17,22.43,1713.05,108.80,1606.99,2537.34,31.96,4.65,22.14,45.44,1705.92,98.70,1605.87,2451.54,34.95,5.20,24.32,53.22
100,60,20.20,0.19,20.12,20.75,20.33,0.55,20.12,21.88,4.17,0.75,3.53,6.69,3.26,0.39,3.07,6.19,19.91,1.84,17.38,25.03,1714.55,124.73,1605.72,2591.02,27.79,4.23,18.90,41.82,1713.20,116.01,1612.77,2623.28,35.03,5.63,23.95,53.86
200,60,80.96,1.40,80.24,84.60,83.77,1.17,82.90,86.23,8.43,0.89,7.15,10.71,7.07,0.83,5.67,9.29,30.19,1.19,28.89,35.89,1759.67,216.70,1625.81,2957.10,33.24,4.43,25.59,47.85,1721.82,134.85,1618.88,2637.32,38.41,6.09,26.70,54.62
300,60,176.77,1.77,175.38,181.06,166.62,3.14,162.83,171.31,12.38,1.54,10.69,16.61,10.72,1.48,8.74,14.71,42.66,1.19,41.01,49.44,1794.11,247.96,1635.58,3037.51,34.14,4.30,26.31,48.92,1741.71,164.27,1617.56,2704.96,47.08,5.76,34.26,64.60
400,60,312.14,2.91,309.66,317.64,292.45,4.36,284.47,299.67,16.56,1.61,13.18,20.35,12.22,0.78,11.60,16.93,51.27,1.91,49.69,62.47,1836.41,303.52,1649.79,3201.58,41.91,4.77,33.39,56.29,1765.60,190.43,1628.84,2807.80,50.59,7.23,35.50,72.69
500,60,484.97,2.35,482.25,489.48,463.29,1.90,459.53,466.97,21.03,2.20,17.12,27.24,15.44,0.42,15.11,18.98,69.39,1.52,67.49,79.84,1877.95,366.31,1654.69,3452.73,50.28,5.61,37.31,69.00,1794.01,237.64,1634.51,2948.85,51.83,8.43,34.94,73.54
600,60,695.60,3.69,689.13,700.48,696.34,1.06,694.80,697.95,24.95,2.43,21.51,30.75,19.72,1.27,18.88,26.02,140.23,3.13,133.93,168.21,1943.64,455.00,1667.37,3617.19,51.61,6.44,38.07,68.59,1800.03,251.17,1637.54,3204.88,59.55,8.60,42.48,88.04
700,60,940.58,3.44,936.14,948.71,913.85,2.49,910.69,920.41,28.27,2.82,24.29,34.87,22.10,1.29,21.28,28.71,430.96,6.85,422.69,481.15,1981.96,525.66,1663.07,3835.36,50.43,6.23,41.27,70.46,1826.05,286.32,1654.85,3350.66,70.93,10.46,48.68,100.02
800,60,1242.98,5.60,1228.36,1248.36,1214.50,3.83,1211.58,1222.17,31.86,2.99,27.73,38.79,24.94,0.59,24.38,28.90,470.48,5.54,460.27,506.45,2024.02,553.71,1670.96,3855.89,67.87,7.13,55.59,100.89,1849.09,320.84,1649.40,3402.22,74.42,10.20,52.35,99.43
900,60,1567.31,28.87,1520.23,1591.30,1535.76,4.81,1530.03,1545.49,36.05,3.76,31.73,45.57,28.62,0.66,27.94,32.70,511.29,19.21,495.44,724.31,2106.61,671.88,1688.17,4089.38,67.48,10.82,50.74,109.13,1877.92,342.50,1666.18,3344.79,73.06,10.67,48.91,100.07
1000,60,2002.91,32.55,1969.75,2057.19,1857.22,2.13,1855.04,1860.62,39.21,4.04,35.03,50.07,31.36,0.71,30.73,35.92,535.87,11.84,517.39,599.31,2162.86,781.59,1695.74,5744.61,57.54,5.77,48.49,89.87,1913.16,407.58,1681.56,3857.37,86.19,10.51,60.03,118.55
